seed,hw,area,graph,method,makespan
1,0.3,0.5,squeezenet,gl25,9119.89690076413
1,0.3,0.5,squeezenet,greedy,13296.999818375602
1,0.3,0.5,squeezenet,jade,8769.553212251989
1,0.3,0.5,squeezenet,random,8769.553212251989
1,0.3,0.5,squeezenet,shade,8769.553212251989
1,0.3,0.7,resnet,ccpso,18102.04304546023
1,0.3,0.7,resnet,clpso,18102.04304546023
1,0.3,0.7,resnet,esa,18102.04304546023
1,0.3,0.7,resnet,gl25,11823.4929487829
1,0.3,0.7,resnet,greedy,19018.718758882413
1,0.3,0.7,resnet,jade,18102.04304546023
1,0.3,0.7,resnet,random,18102.04304546023
1,0.3,0.7,resnet,shade,18102.04304546023
1,0.3,0.7,squeezenet,ccpso,8769.553212251989
1,0.3,0.7,squeezenet,clpso,8769.553212251989
1,0.3,0.7,squeezenet,esa,8769.553212251989
1,0.3,0.7,squeezenet,gl25,6841.185631929523
1,0.3,0.7,squeezenet,greedy,10927.394011690281
1,0.3,0.7,squeezenet,jade,8677.338629789787
1,0.3,0.7,squeezenet,random,8769.553212251989
1,0.3,0.7,squeezenet,shade,8769.553212251989
1,0.3,0.9,resnet,ccpso,18102.04304546023
1,0.3,0.9,resnet,clpso,18102.04304546023
1,0.3,0.9,resnet,esa,18102.04304546023
1,0.3,0.9,resnet,gl25,10063.22609748098
1,0.3,0.9,resnet,greedy,9554.821713327556
1,0.3,0.9,resnet,jade,18102.04304546023
1,0.3,0.9,resnet,random,18102.04304546023
1,0.3,0.9,resnet,shade,18102.04304546023
1,0.3,0.9,squeezenet,ccpso,8769.553212251989
1,0.3,0.9,squeezenet,clpso,8769.553212251989
1,0.3,0.9,squeezenet,esa,8769.553212251989
1,0.3,0.9,squeezenet,gl25,3704.9719240256295
1,0.3,0.9,squeezenet,greedy,6890.8793984383965
1,0.3,0.9,squeezenet,jade,7425.705663704899
1,0.3,0.9,squeezenet,random,8769.553212251989
1,0.3,0.9,squeezenet,shade,8769.553212251989
1,0.5,0.1,resnet,ccpso,18102.04304546023
1,0.5,0.1,resnet,clpso,18102.04304546023
1,0.5,0.1,resnet,esa,18102.04304546023
1,0.5,0.1,resnet,gl25,18102.04304546023
1,0.5,0.1,resnet,greedy,19520.583565126315
1,0.5,0.1,resnet,jade,18102.04304546023
1,0.5,0.1,resnet,random,18102.04304546023
1,0.5,0.1,resnet,shade,18102.04304546023
1,0.5,0.1,squeezenet,ccpso,8769.553212251989
1,0.5,0.1,squeezenet,clpso,8769.553212251989
1,0.5,0.1,squeezenet,esa,8769.553212251989
1,0.5,0.1,squeezenet,gl25,8769.553212251989
1,0.5,0.1,squeezenet,greedy,10737.271133886927
1,0.5,0.1,squeezenet,jade,8769.553212251989
1,0.5,0.1,squeezenet,random,8769.553212251989
1,0.5,0.1,squeezenet,shade,8769.553212251989
1,0.5,0.3,resnet,ccpso,18102.04304546023
1,0.5,0.3,resnet,clpso,18102.04304546023
1,0.5,0.3,resnet,esa,18102.04304546023
1,0.5,0.3,resnet,gl25,18102.04304546023
1,0.5,0.3,resnet,greedy,23073.020110630463
1,0.5,0.3,resnet,jade,18102.04304546023
1,0.5,0.3,resnet,random,18102.04304546023
1,0.5,0.3,resnet,shade,18102.04304546023
1,0.5,0.3,squeezenet,ccpso,8769.553212251989
1,0.5,0.3,squeezenet,clpso,8769.553212251989
1,0.5,0.3,squeezenet,esa,8769.553212251989
1,0.5,0.3,squeezenet,gl25,8769.553212251989
1,0.5,0.3,squeezenet,greedy,13246.841854819017
1,0.5,0.3,squeezenet,jade,8769.553212251989
1,0.5,0.3,squeezenet,random,8769.553212251989
1,0.5,0.3,squeezenet,shade,8769.553212251989
1,0.5,0.5,resnet,ccpso,18102.04304546023
1,0.5,0.5,resnet,clpso,18102.04304546023
1,0.5,0.5,resnet,esa,18102.04304546023
1,0.5,0.5,resnet,gl25,18102.04304546023
1,0.5,0.5,resnet,greedy,24526.17844425626
1,0.5,0.5,resnet,jade,18102.04304546023
1,0.5,0.5,resnet,random,18102.04304546023
1,0.5,0.5,resnet,shade,18102.04304546023
1,0.5,0.5,squeezenet,ccpso,8769.553212251989
1,0.5,0.5,squeezenet,clpso,8769.553212251989
1,0.5,0.5,squeezenet,esa,8769.553212251989
1,0.5,0.5,squeezenet,gl25,8769.553212251989
1,0.5,0.5,squeezenet,greedy,12631.550645017813
1,0.5,0.5,squeezenet,jade,8769.553212251989
1,0.5,0.5,squeezenet,random,8769.553212251989
1,0.5,0.5,squeezenet,shade,8769.553212251989
1,0.5,0.7,resnet,ccpso,18102.04304546023
1,0.5,0.7,resnet,clpso,18102.04304546023
1,0.5,0.7,resnet,esa,18102.04304546023
1,0.5,0.7,resnet,gl25,14991.874655930951
1,0.5,0.7,resnet,greedy,21249.65121054589
1,0.5,0.7,resnet,jade,18102.04304546023
1,0.5,0.7,resnet,random,18102.04304546023
1,0.5,0.7,resnet,shade,18102.04304546023
1,0.5,0.7,squeezenet,ccpso,8769.553212251989
1,0.5,0.7,squeezenet,clpso,8769.553212251989
1,0.5,0.7,squeezenet,esa,8769.553212251989
1,0.5,0.7,squeezenet,gl25,7272.820690579554
1,0.5,0.7,squeezenet,greedy,10903.248807882224
1,0.5,0.7,squeezenet,jade,8769.553212251989
1,0.5,0.7,squeezenet,random,8769.553212251989
1,0.5,0.7,squeezenet,shade,8769.553212251989
1,0.5,0.9,resnet,ccpso,18102.04304546023
1,0.5,0.9,resnet,clpso,18102.04304546023
1,0.5,0.9,resnet,esa,18102.04304546023
1,0.5,0.9,resnet,gl25,11516.205312152337
1,0.5,0.9,resnet,greedy,9947.134961241063
1,0.5,0.9,resnet,jade,18102.04304546023
1,0.5,0.9,resnet,random,18102.04304546023
1,0.5,0.9,resnet,shade,18102.04304546023
1,0.5,0.9,squeezenet,ccpso,8769.553212251989
1,0.5,0.9,squeezenet,clpso,8769.553212251989
1,0.5,0.9,squeezenet,esa,8769.553212251989
1,0.5,0.9,squeezenet,gl25,4205.8331049298895
1,0.5,0.9,squeezenet,greedy,7194.156333750386
1,0.5,0.9,squeezenet,jade,8646.311574533143
1,0.5,0.9,squeezenet,random,8769.553212251989
1,0.5,0.9,squeezenet,shade,8769.553212251989
1,0.7,0.1,resnet,ccpso,18102.04304546023
1,0.7,0.1,resnet,clpso,18102.04304546023
1,0.7,0.1,resnet,esa,18102.04304546023
1,0.7,0.1,resnet,gl25,18102.04304546023
1,0.7,0.1,resnet,greedy,20219.64089376442
1,0.7,0.1,resnet,jade,18102.04304546023
1,0.7,0.1,resnet,random,18102.04304546023
1,0.7,0.1,resnet,shade,18102.04304546023
1,0.7,0.1,squeezenet,ccpso,8769.553212251989
1,0.7,0.1,squeezenet,clpso,8769.553212251989
1,0.7,0.1,squeezenet,esa,8769.553212251989
1,0.7,0.1,squeezenet,gl25,8769.553212251989
1,0.7,0.1,squeezenet,greedy,10488.345917208828
1,0.7,0.1,squeezenet,jade,8769.553212251989
1,0.7,0.1,squeezenet,random,8769.553212251989
1,0.7,0.1,squeezenet,shade,8769.553212251989
1,0.7,0.3,resnet,ccpso,18102.04304546023
1,0.7,0.3,resnet,clpso,18102.04304546023
1,0.7,0.3,resnet,esa,18102.04304546023
1,0.7,0.3,resnet,gl25,18102.04304546023
1,0.7,0.3,resnet,greedy,23496.953717290628
1,0.7,0.3,resnet,jade,18102.04304546023
1,0.7,0.3,resnet,random,18102.04304546023
1,0.7,0.3,resnet,shade,18102.04304546023
1,0.7,0.3,squeezenet,ccpso,8769.553212251989
1,0.7,0.3,squeezenet,clpso,8769.553212251989
1,0.7,0.3,squeezenet,esa,8769.553212251989
1,0.7,0.3,squeezenet,gl25,8769.553212251989
1,0.7,0.3,squeezenet,greedy,13809.474880371008
1,0.7,0.3,squeezenet,jade,8769.553212251989
1,0.7,0.3,squeezenet,random,8769.553212251989
1,0.7,0.3,squeezenet,shade,8769.553212251989
1,0.7,0.5,resnet,ccpso,18102.04304546023
1,0.7,0.5,resnet,clpso,18102.04304546023
1,0.7,0.5,resnet,esa,18102.04304546023
1,0.7,0.5,resnet,gl25,17806.459650003188
1,0.7,0.5,resnet,greedy,24824.736162220644
1,0.7,0.5,resnet,jade,18102.04304546023
1,0.7,0.5,resnet,random,18102.04304546023
1,0.7,0.5,resnet,shade,18102.04304546023
1,0.7,0.5,squeezenet,ccpso,8769.553212251989
1,0.7,0.5,squeezenet,clpso,8769.553212251989
1,0.7,0.5,squeezenet,esa,8769.553212251989
1,0.7,0.5,squeezenet,gl25,8769.553212251989
1,0.7,0.5,squeezenet,greedy,13011.537699764987
1,0.7,0.5,squeezenet,jade,8769.553212251989
1,0.7,0.5,squeezenet,random,8769.553212251989
1,0.7,0.5,squeezenet,shade,8769.553212251989
1,0.7,0.7,resnet,ccpso,18102.04304546023
1,0.7,0.7,resnet,clpso,18102.04304546023
1,0.7,0.7,resnet,esa,18102.04304546023
1,0.7,0.7,resnet,gl25,16418.046234315672
1,0.7,0.7,resnet,greedy,22181.655327966673
1,0.7,0.7,resnet,jade,18102.04304546023
1,0.7,0.7,resnet,random,18102.04304546023
1,0.7,0.7,resnet,shade,18102.04304546023
1,0.7,0.7,squeezenet,ccpso,8769.553212251989
1,0.7,0.7,squeezenet,clpso,8769.553212251989
1,0.7,0.7,squeezenet,esa,8769.553212251989
1,0.7,0.7,squeezenet,gl25,7391.942540721377
1,0.7,0.7,squeezenet,greedy,11184.116576149505
1,0.7,0.7,squeezenet,jade,8769.553212251989
1,0.7,0.7,squeezenet,random,8769.553212251989
1,0.7,0.7,squeezenet,shade,8769.553212251989
1,0.7,0.9,resnet,ccpso,18102.04304546023
1,0.7,0.9,resnet,clpso,18102.04304546023
1,0.7,0.9,resnet,esa,18102.04304546023
1,0.7,0.9,resnet,gl25,15852.105488190604
1,0.7,0.9,resnet,greedy,12742.50756867266
1,0.7,0.9,resnet,jade,18102.04304546023
1,0.7,0.9,resnet,random,18102.04304546023
1,0.7,0.9,resnet,shade,18102.04304546023
1,0.7,0.9,squeezenet,ccpso,8769.553212251989
1,0.7,0.9,squeezenet,clpso,8769.553212251989
1,0.7,0.9,squeezenet,esa,8769.553212251989
1,0.7,0.9,squeezenet,gl25,7680.615830930984
1,0.7,0.9,squeezenet,greedy,6261.182756571119
1,0.7,0.9,squeezenet,jade,8769.553212251989
1,0.7,0.9,squeezenet,random,8769.553212251989
1,0.7,0.9,squeezenet,shade,8769.553212251989
1,0.9,0.1,resnet,ccpso,18102.04304546023
1,0.9,0.1,resnet,clpso,18102.04304546023
1,0.9,0.1,resnet,esa,18102.04304546023
1,0.9,0.1,resnet,gl25,18102.04304546023
1,0.9,0.1,resnet,greedy,20098.028639017193
1,0.9,0.1,resnet,jade,18102.04304546023
1,0.9,0.1,resnet,random,18102.04304546023
1,0.9,0.1,resnet,shade,18102.04304546023
1,0.9,0.1,squeezenet,ccpso,8769.553212251989
1,0.9,0.1,squeezenet,clpso,8769.553212251989
1,0.9,0.1,squeezenet,esa,8769.553212251989
1,0.9,0.1,squeezenet,gl25,8769.553212251989
1,0.9,0.1,squeezenet,greedy,10422.185297996202
1,0.9,0.1,squeezenet,jade,8769.553212251989
1,0.9,0.1,squeezenet,random,8769.553212251989
1,0.9,0.1,squeezenet,shade,8769.553212251989
1,0.9,0.3,resnet,ccpso,18102.04304546023
1,0.9,0.3,resnet,clpso,18102.04304546023
1,0.9,0.3,resnet,esa,18102.04304546023
1,0.9,0.3,resnet,gl25,18102.04304546023
1,0.9,0.3,resnet,greedy,24085.471258528658
1,0.9,0.3,resnet,jade,18102.04304546023
1,0.9,0.3,resnet,random,18102.04304546023
1,0.9,0.3,resnet,shade,18102.04304546023
1,0.9,0.3,squeezenet,ccpso,8769.553212251989
1,0.9,0.3,squeezenet,clpso,8769.553212251989
1,0.9,0.3,squeezenet,esa,8769.553212251989
1,0.9,0.3,squeezenet,gl25,8769.553212251989
1,0.9,0.3,squeezenet,greedy,14196.474713901822
1,0.9,0.3,squeezenet,jade,8769.553212251989
1,0.9,0.3,squeezenet,random,8769.553212251989
1,0.9,0.3,squeezenet,shade,8769.553212251989
1,0.9,0.5,resnet,ccpso,18102.04304546023
1,0.9,0.5,resnet,clpso,18102.04304546023
1,0.9,0.5,resnet,esa,18102.04304546023
1,0.9,0.5,resnet,gl25,18102.04304546023
1,0.9,0.5,resnet,greedy,25927.66941750768
1,0.9,0.5,resnet,jade,18102.04304546023
1,0.9,0.5,resnet,random,18102.04304546023
1,0.9,0.5,resnet,shade,18102.04304546023
1,0.9,0.5,squeezenet,ccpso,8769.553212251989
1,0.9,0.5,squeezenet,clpso,8769.553212251989
1,0.9,0.5,squeezenet,esa,8769.553212251989
1,0.9,0.5,squeezenet,gl25,8720.01405970621
1,0.9,0.5,squeezenet,greedy,13817.147470401173
1,0.9,0.5,squeezenet,jade,8769.553212251989
1,0.9,0.5,squeezenet,random,8769.553212251989
1,0.9,0.5,squeezenet,shade,8769.553212251989
1,0.9,0.7,resnet,ccpso,18102.04304546023
1,0.9,0.7,resnet,clpso,18102.04304546023
1,0.9,0.7,resnet,esa,18102.04304546023
1,0.9,0.7,resnet,gl25,16383.436649504662
1,0.9,0.7,resnet,greedy,24430.153232130106
1,0.9,0.7,resnet,jade,18102.04304546023
1,0.9,0.7,resnet,random,18102.04304546023
1,0.9,0.7,resnet,shade,18102.04304546023
1,0.9,0.7,squeezenet,ccpso,8769.553212251989
1,0.9,0.7,squeezenet,clpso,8769.553212251989
1,0.9,0.7,squeezenet,esa,8769.553212251989
1,0.9,0.7,squeezenet,gl25,7789.046608496211
1,0.9,0.7,squeezenet,greedy,11138.807599251682
1,0.9,0.7,squeezenet,jade,8769.553212251989
1,0.9,0.7,squeezenet,random,8769.553212251989
1,0.9,0.7,squeezenet,shade,8769.553212251989
1,0.9,0.9,resnet,ccpso,18102.04304546023
1,0.9,0.9,resnet,clpso,18102.04304546023
1,0.9,0.9,resnet,esa,18102.04304546023
1,0.9,0.9,resnet,gl25,16732.18959556319
1,0.9,0.9,resnet,greedy,17932.593965662723
1,0.9,0.9,resnet,jade,18102.04304546023
1,0.9,0.9,resnet,random,18102.04304546023
1,0.9,0.9,resnet,shade,18102.04304546023
1,0.9,0.9,squeezenet,ccpso,8769.553212251989
1,0.9,0.9,squeezenet,clpso,8769.553212251989
1,0.9,0.9,squeezenet,esa,8769.553212251989
1,0.9,0.9,squeezenet,gl25,7936.537037910876
1,0.9,0.9,squeezenet,greedy,8419.970672160252
1,0.9,0.9,squeezenet,jade,8769.553212251989
1,0.9,0.9,squeezenet,random,8769.553212251989
1,0.9,0.9,squeezenet,shade,8769.553212251989
2,0.1,0.1,resnet,ccpso,18454.090264956154
2,0.1,0.1,resnet,clpso,18454.090264956154
2,0.1,0.1,resnet,esa,18454.090264956154
2,0.1,0.1,resnet,gl25,18454.090264956154
2,0.1,0.1,resnet,greedy,20681.44907952616
2,0.1,0.1,resnet,jade,18454.090264956154
2,0.1,0.1,resnet,random,18454.090264956154
2,0.1,0.1,resnet,shade,18454.090264956154
2,0.1,0.1,squeezenet,ccpso,8942.015456463534
2,0.1,0.1,squeezenet,clpso,8942.015456463534
2,0.1,0.1,squeezenet,esa,8942.015456463534
2,0.1,0.1,squeezenet,gl25,8942.015456463534
2,0.1,0.1,squeezenet,greedy,9302.608094241074
2,0.1,0.1,squeezenet,jade,8942.015456463534
2,0.1,0.1,squeezenet,random,8942.015456463534
2,0.1,0.1,squeezenet,shade,8942.015456463534
2,0.1,0.3,resnet,ccpso,18454.090264956154
2,0.1,0.3,resnet,clpso,18454.090264956154
2,0.1,0.3,resnet,esa,18454.090264956154
2,0.1,0.3,resnet,gl25,18454.090264956154
2,0.1,0.3,resnet,greedy,22939.38635411046
2,0.1,0.3,resnet,jade,18454.090264956154
2,0.1,0.3,resnet,random,18454.090264956154
2,0.1,0.3,resnet,shade,18454.090264956154
2,0.1,0.3,squeezenet,ccpso,8942.015456463534
2,0.1,0.3,squeezenet,clpso,8942.015456463534
2,0.1,0.3,squeezenet,esa,8942.015456463534
2,0.1,0.3,squeezenet,gl25,8942.015456463534
2,0.1,0.3,squeezenet,greedy,12219.58938093645
2,0.1,0.3,squeezenet,jade,8942.015456463534
2,0.1,0.3,squeezenet,random,8942.015456463534
2,0.1,0.3,squeezenet,shade,8942.015456463534
2,0.1,0.5,resnet,ccpso,18454.090264956154
2,0.1,0.5,resnet,clpso,18454.090264956154
2,0.1,0.5,resnet,esa,18454.090264956154
2,0.1,0.5,resnet,gl25,16574.103227802618
2,0.1,0.5,resnet,greedy,25711.693337767047
2,0.1,0.5,resnet,jade,18454.090264956154
2,0.1,0.5,resnet,random,18454.090264956154
2,0.1,0.5,resnet,shade,18454.090264956154
2,0.1,0.5,squeezenet,ccpso,8942.015456463534
2,0.1,0.5,squeezenet,clpso,8942.015456463534
2,0.1,0.5,squeezenet,esa,8512.421418377777
2,0.1,0.5,squeezenet,gl25,8035.246726041933
2,0.1,0.5,squeezenet,greedy,12867.222865732361
2,0.1,0.5,squeezenet,jade,8942.015456463534
2,0.1,0.5,squeezenet,random,8942.015456463534
2,0.1,0.5,squeezenet,shade,8942.015456463534
2,0.1,0.7,resnet,ccpso,18454.090264956154
2,0.1,0.7,resnet,clpso,18454.090264956154
2,0.1,0.7,resnet,esa,18454.090264956154
2,0.1,0.7,resnet,gl25,11337.795473039425
2,0.1,0.7,resnet,greedy,21748.597961673993
2,0.1,0.7,resnet,jade,18454.090264956154
2,0.1,0.7,resnet,random,18454.090264956154
2,0.1,0.7,resnet,shade,18454.090264956154
2,0.1,0.7,squeezenet,ccpso,8942.015456463534
2,0.1,0.7,squeezenet,clpso,8942.015456463534
2,0.1,0.7,squeezenet,esa,8942.015456463534
2,0.1,0.7,squeezenet,gl25,6796.137525028272
2,0.1,0.7,squeezenet,greedy,11404.065631337035
2,0.1,0.7,squeezenet,jade,8904.932354197874
2,0.1,0.7,squeezenet,random,8942.015456463534
2,0.1,0.7,squeezenet,shade,8942.015456463534
2,0.1,0.9,resnet,ccpso,18454.090264956154
2,0.1,0.9,resnet,clpso,18454.090264956154
2,0.1,0.9,resnet,esa,18454.090264956154
2,0.1,0.9,resnet,gl25,9240.301535694616
2,0.1,0.9,resnet,greedy,9292.64323841367
2,0.1,0.9,resnet,jade,18454.090264956154
2,0.1,0.9,resnet,random,18454.090264956154
2,0.1,0.9,resnet,shade,18454.090264956154
2,0.1,0.9,squeezenet,ccpso,8942.015456463534
2,0.1,0.9,squeezenet,clpso,8942.015456463534
2,0.1,0.9,squeezenet,esa,8942.015456463534
2,0.1,0.9,squeezenet,gl25,2814.698549788897
2,0.1,0.9,squeezenet,greedy,5796.541262558472
2,0.1,0.9,squeezenet,jade,7580.838529212397
2,0.1,0.9,squeezenet,random,8942.015456463534
2,0.1,0.9,squeezenet,shade,8612.946275660637
2,0.3,0.1,resnet,ccpso,18454.090264956154
2,0.3,0.1,resnet,clpso,18454.090264956154
2,0.3,0.1,resnet,esa,18454.090264956154
2,0.3,0.1,resnet,gl25,18454.090264956154
2,0.3,0.1,resnet,greedy,19973.78640599232
2,0.3,0.1,resnet,jade,18454.090264956154
2,0.3,0.1,resnet,random,18454.090264956154
2,0.3,0.1,resnet,shade,18454.090264956154
2,0.3,0.1,squeezenet,ccpso,8942.015456463534
2,0.3,0.1,squeezenet,clpso,8942.015456463534
2,0.3,0.1,squeezenet,esa,8942.015456463534
2,0.3,0.1,squeezenet,gl25,8942.015456463534
2,0.3,0.1,squeezenet,greedy,9509.257829677399
2,0.3,0.1,squeezenet,jade,8942.015456463534
2,0.3,0.1,squeezenet,random,8942.015456463534
2,0.3,0.1,squeezenet,shade,8942.015456463534
2,0.3,0.3,resnet,ccpso,18454.090264956154
2,0.3,0.3,resnet,clpso,18454.090264956154
2,0.3,0.3,resnet,esa,18454.090264956154
2,0.3,0.3,resnet,gl25,18454.090264956154
2,0.3,0.3,resnet,greedy,24487.493493259335
2,0.3,0.3,resnet,jade,18454.090264956154
2,0.3,0.3,resnet,random,18454.090264956154
2,0.3,0.3,resnet,shade,18454.090264956154
2,0.3,0.3,squeezenet,ccpso,8942.015456463534
2,0.3,0.3,squeezenet,clpso,8942.015456463534
2,0.3,0.3,squeezenet,esa,8942.015456463534
2,0.3,0.3,squeezenet,gl25,8942.015456463534
2,0.3,0.3,squeezenet,greedy,12615.0388129737
2,0.3,0.3,squeezenet,jade,8942.015456463534
2,0.3,0.3,squeezenet,random,8942.015456463534
2,0.3,0.3,squeezenet,shade,8942.015456463534
2,0.3,0.5,resnet,ccpso,18454.090264956154
2,0.3,0.5,resnet,clpso,18454.090264956154
2,0.3,0.5,resnet,esa,18454.090264956154
2,0.3,0.5,resnet,gl25,18454.090264956154
2,0.3,0.5,resnet,greedy,25630.418106337973
2,0.3,0.5,resnet,jade,18454.090264956154
2,0.3,0.5,resnet,random,18454.090264956154
2,0.3,0.5,resnet,shade,18454.090264956154
2,0.3,0.5,squeezenet,ccpso,8942.015456463534
2,0.3,0.5,squeezenet,clpso,8942.015456463534
2,0.3,0.5,squeezenet,esa,9050.848666041986
2,0.3,0.5,squeezenet,gl25,7783.874866064655
2,0.3,0.5,squeezenet,greedy,12421.709779958703
2,0.3,0.5,squeezenet,jade,8942.015456463534
2,0.3,0.5,squeezenet,random,8942.015456463534
2,0.3,0.5,squeezenet,shade,8942.015456463534
2,0.3,0.7,resnet,ccpso,18454.090264956154
2,0.3,0.7,resnet,clpso,18454.090264956154
2,0.3,0.7,resnet,esa,18454.090264956154
2,0.3,0.7,resnet,gl25,11576.170341273999
2,0.3,0.7,resnet,greedy,22045.787262036694
2,0.3,0.7,resnet,jade,18454.090264956154
2,0.3,0.7,resnet,random,18454.090264956154
2,0.3,0.7,resnet,shade,18454.090264956154
2,0.3,0.7,squeezenet,ccpso,8942.015456463534
2,0.3,0.7,squeezenet,clpso,8942.015456463534
2,0.3,0.7,squeezenet,esa,8942.015456463534
2,0.3,0.7,squeezenet,gl25,6972.079945968181
2,0.3,0.7,squeezenet,greedy,10628.852878403623
2,0.3,0.7,squeezenet,jade,8124.007223306336
2,0.3,0.7,squeezenet,random,8942.015456463534
2,0.3,0.7,squeezenet,shade,8942.015456463534
2,0.3,0.9,resnet,ccpso,18454.090264956154
2,0.3,0.9,resnet,clpso,18454.090264956154
2,0.3,0.9,resnet,esa,18454.090264956154
2,0.3,0.9,resnet,gl25,9779.6113977209
2,0.3,0.9,resnet,greedy,10067.089289739319
2,0.3,0.9,resnet,jade,18454.090264956154
2,0.3,0.9,resnet,random,18454.090264956154
2,0.3,0.9,resnet,shade,18454.090264956154
2,0.3,0.9,squeezenet,ccpso,8942.015456463534
2,0.3,0.9,squeezenet,clpso,8942.015456463534
2,0.3,0.9,squeezenet,esa,8942.015456463534
2,0.3,0.9,squeezenet,gl25,3285.40252367827
2,0.3,0.9,squeezenet,greedy,5814.165043628937
2,0.3,0.9,squeezenet,jade,8055.581242056873
2,0.3,0.9,squeezenet,random,8942.015456463534
2,0.3,0.9,squeezenet,shade,8942.015456463534
2,0.5,0.1,resnet,ccpso,18454.090264956154
2,0.5,0.1,resnet,clpso,18454.090264956154
2,0.5,0.1,resnet,esa,18454.090264956154
2,0.5,0.1,resnet,gl25,18454.090264956154
2,0.5,0.1,resnet,greedy,20885.76035618549
2,0.5,0.1,resnet,jade,18454.090264956154
2,0.5,0.1,resnet,random,18454.090264956154
2,0.5,0.1,resnet,shade,18454.090264956154
2,0.5,0.1,squeezenet,ccpso,8942.015456463534
2,0.5,0.1,squeezenet,clpso,8942.015456463534
2,0.5,0.1,squeezenet,esa,8942.015456463534
2,0.5,0.1,squeezenet,gl25,8942.015456463534
2,0.5,0.1,squeezenet,greedy,10592.763797782989
2,0.5,0.1,squeezenet,jade,8942.015456463534
2,0.5,0.1,squeezenet,random,8942.015456463534
2,0.5,0.1,squeezenet,shade,8942.015456463534
2,0.5,0.3,resnet,ccpso,18454.090264956154
2,0.5,0.3,resnet,clpso,18454.090264956154
2,0.5,0.3,resnet,esa,18454.090264956154
2,0.5,0.3,resnet,gl25,18454.090264956154
2,0.5,0.3,resnet,greedy,22519.64161987618
2,0.5,0.3,resnet,jade,18454.090264956154
2,0.5,0.3,resnet,random,18454.090264956154
2,0.5,0.3,resnet,shade,18454.090264956154
2,0.5,0.3,squeezenet,ccpso,8942.015456463534
2,0.5,0.3,squeezenet,clpso,8942.015456463534
2,0.5,0.3,squeezenet,esa,8942.015456463534
2,0.5,0.3,squeezenet,gl25,8942.015456463534
2,0.5,0.3,squeezenet,greedy,12873.494373762334
2,0.5,0.3,squeezenet,jade,8942.015456463534
2,0.5,0.3,squeezenet,random,8942.015456463534
2,0.5,0.3,squeezenet,shade,8942.015456463534
2,0.5,0.5,resnet,ccpso,18454.090264956154
2,0.5,0.5,resnet,clpso,18454.090264956154
2,0.5,0.5,resnet,esa,18454.090264956154
2,0.5,0.5,resnet,gl25,18454.090264956154
2,0.5,0.5,resnet,greedy,25416.84075984466
2,0.5,0.5,resnet,jade,18454.090264956154
2,0.5,0.5,resnet,random,18454.090264956154
2,0.5,0.5,resnet,shade,18454.090264956154
2,0.5,0.5,squeezenet,ccpso,8942.015456463534
2,0.5,0.5,squeezenet,clpso,8942.015456463534
2,0.5,0.5,squeezenet,esa,8942.015456463534
2,0.5,0.5,squeezenet,gl25,8942.015456463534
2,0.5,0.5,squeezenet,greedy,11938.881548988404
2,0.5,0.5,squeezenet,jade,8942.015456463534
2,0.5,0.5,squeezenet,random,8942.015456463534
2,0.5,0.5,squeezenet,shade,8942.015456463534
2,0.5,0.7,resnet,ccpso,18454.090264956154
2,0.5,0.7,resnet,clpso,18454.090264956154
2,0.5,0.7,resnet,esa,18454.090264956154
2,0.5,0.7,resnet,gl25,14522.28198222415
2,0.5,0.7,resnet,greedy,21931.674794500166
2,0.5,0.7,resnet,jade,18454.090264956154
2,0.5,0.7,resnet,random,18454.090264956154
2,0.5,0.7,resnet,shade,18454.090264956154
2,0.5,0.7,squeezenet,ccpso,8942.015456463534
2,0.5,0.7,squeezenet,clpso,8942.015456463534
2,0.5,0.7,squeezenet,esa,8942.015456463534
2,0.5,0.7,squeezenet,gl25,7404.218380580259
2,0.5,0.7,squeezenet,greedy,10717.056261078997
2,0.5,0.7,squeezenet,jade,8942.015456463534
2,0.5,0.7,squeezenet,random,8942.015456463534
2,0.5,0.7,squeezenet,shade,8942.015456463534
2,0.5,0.9,resnet,ccpso,18454.090264956154
2,0.5,0.9,resnet,clpso,18454.090264956154
2,0.5,0.9,resnet,esa,18454.090264956154
2,0.5,0.9,resnet,gl25,11443.922853157033
2,0.5,0.9,resnet,greedy,9719.85159205488
2,0.5,0.9,resnet,jade,18454.090264956154
2,0.5,0.9,resnet,random,18454.090264956154
2,0.5,0.9,resnet,shade,18454.090264956154
2,0.5,0.9,squeezenet,ccpso,8942.015456463534
2,0.5,0.9,squeezenet,clpso,8942.015456463534
2,0.5,0.9,squeezenet,esa,8942.015456463534
2,0.5,0.9,squeezenet,gl25,4274.411818215444
2,0.5,0.9,squeezenet,greedy,6480.786660917165
2,0.5,0.9,squeezenet,jade,8942.015456463534
2,0.5,0.9,squeezenet,random,8942.015456463534
2,0.5,0.9,squeezenet,shade,8942.015456463534
2,0.7,0.1,resnet,ccpso,18454.090264956154
2,0.7,0.1,resnet,clpso,18454.090264956154
2,0.7,0.1,resnet,esa,18454.090264956154
2,0.7,0.1,resnet,gl25,18454.090264956154
2,0.7,0.1,resnet,greedy,20036.15327702777
2,0.7,0.1,resnet,jade,18454.090264956154
2,0.7,0.1,resnet,random,18454.090264956154
2,0.7,0.1,resnet,shade,18454.090264956154
2,0.7,0.1,squeezenet,ccpso,8942.015456463534
2,0.7,0.1,squeezenet,clpso,8942.015456463534
