SimTime,RunTag,Config,GraphName,N,HW_Scale_Factor,HW_Scale_Var,Comm_Scale_Var,Area_Percentage,Seed,LB_Naive,mip_status,mip_model_makespan,mip_lp_makespan,mip_lssp_makespan,mip_opt_cost,mip_opt_ratio,mip_partition_cost,mip_bb,mip_makespan,mip_time,mip_solution_valid,mip_initial_solution_valid,mip_was_repaired,mip_num_repaired_nodes,mip_repair_strategy,mip_area_used,mip_area_budget,mip_validity_note,mip_timeout_note
2026-04-07 18:29:15,20260407-172700,squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.5,43,924.8477550363816,optimal_inaccurate,4354.0323954086125,4837.072658487732,11879.117829508941,11879.117829508941,12.844403594883183,13358.782121252432,milp_eval,11879.117829508941,3716.0,True,True,False,0,benefit_per_area,4183.66868314011,4227.262669600499,Valid incumbent solution; no area repair needed.,Time limit exceeded; CSV row records the best incumbent artifact written before timeout.
