SimTime,RunTag,Config,GraphName,N,HW_Scale_Factor,HW_Scale_Var,Comm_Scale_Var,Area_Percentage,Seed,LB_Naive,random_opt_cost,random_opt_ratio,random_partition_cost,random_bb,random_makespan,random_time,random_dag_makespan,random_lssp_makespan,random_lssp_swprio_makespan,random_best_makespan,greedy_opt_cost,greedy_opt_ratio,greedy_partition_cost,greedy_bb,greedy_makespan,greedy_time,greedy_dag_makespan,greedy_lssp_makespan,greedy_lssp_swprio_makespan,greedy_best_makespan,diff_gnn_order_opt_cost,diff_gnn_order_opt_ratio,diff_gnn_order_partition_cost,diff_gnn_order_bb,diff_gnn_order_makespan,diff_gnn_order_time,diff_gnn_order_dag_makespan,diff_gnn_order_lssp_makespan,diff_gnn_order_lssp_swprio_makespan,diff_gnn_order_best_makespan,random_solution_valid,random_initial_solution_valid,random_was_repaired,random_num_repaired_nodes,random_repair_strategy,random_area_used,random_area_budget,random_validity_note,greedy_solution_valid,greedy_initial_solution_valid,greedy_was_repaired,greedy_num_repaired_nodes,greedy_repair_strategy,greedy_area_used,greedy_area_budget,greedy_validity_note,diff_gnn_order_solution_valid,diff_gnn_order_initial_solution_valid,diff_gnn_order_was_repaired,diff_gnn_order_num_repaired_nodes,diff_gnn_order_repair_strategy,diff_gnn_order_area_used,diff_gnn_order_area_budget,diff_gnn_order_validity_note,diff_gnn_opt_cost,diff_gnn_opt_ratio,diff_gnn_partition_cost,diff_gnn_bb,diff_gnn_makespan,diff_gnn_time,diff_gnn_dag_makespan,diff_gnn_lssp_makespan,diff_gnn_lssp_swprio_makespan,diff_gnn_best_makespan,gcps_opt_cost,gcps_opt_ratio,gcps_partition_cost,gcps_bb,gcps_makespan,gcps_time,gcps_dag_makespan,gcps_lssp_makespan,gcps_lssp_swprio_makespan,gcps_best_makespan,pso_opt_cost,pso_opt_ratio,pso_partition_cost,pso_bb,pso_makespan,pso_time,pso_dag_makespan,pso_lssp_makespan,pso_lssp_swprio_makespan,pso_best_makespan,dbpso_opt_cost,dbpso_opt_ratio,dbpso_partition_cost,dbpso_bb,dbpso_makespan,dbpso_time,dbpso_dag_makespan,dbpso_lssp_makespan,dbpso_lssp_swprio_makespan,dbpso_best_makespan,clpso_opt_cost,clpso_opt_ratio,clpso_partition_cost,clpso_bb,clpso_makespan,clpso_time,clpso_dag_makespan,clpso_lssp_makespan,clpso_lssp_swprio_makespan,clpso_best_makespan,ccpso_opt_cost,ccpso_opt_ratio,ccpso_partition_cost,ccpso_bb,ccpso_makespan,ccpso_time,ccpso_dag_makespan,ccpso_lssp_makespan,ccpso_lssp_swprio_makespan,ccpso_best_makespan,esa_opt_cost,esa_opt_ratio,esa_partition_cost,esa_bb,esa_makespan,esa_time,esa_dag_makespan,esa_lssp_makespan,esa_lssp_swprio_makespan,esa_best_makespan,shade_opt_cost,shade_opt_ratio,shade_partition_cost,shade_bb,shade_makespan,shade_time,shade_dag_makespan,shade_lssp_makespan,shade_lssp_swprio_makespan,shade_best_makespan,jade_opt_cost,jade_opt_ratio,jade_partition_cost,jade_bb,jade_makespan,jade_time,jade_dag_makespan,jade_lssp_makespan,jade_lssp_swprio_makespan,jade_best_makespan,gl25_opt_cost,gl25_opt_ratio,gl25_partition_cost,gl25_bb,gl25_makespan,gl25_time,gl25_dag_makespan,gl25_lssp_makespan,gl25_lssp_swprio_makespan,gl25_best_makespan,gl25_solution_valid,gl25_initial_solution_valid,gl25_was_repaired,gl25_num_repaired_nodes,gl25_repair_strategy,gl25_area_used,gl25_area_budget,gl25_validity_note,gcps_solution_valid,gcps_initial_solution_valid,gcps_was_repaired,gcps_num_repaired_nodes,gcps_repair_strategy,gcps_area_used,gcps_area_budget,gcps_validity_note,esa_solution_valid,esa_initial_solution_valid,esa_was_repaired,esa_num_repaired_nodes,esa_repair_strategy,esa_area_used,esa_area_budget,esa_validity_note,pso_solution_valid,pso_initial_solution_valid,pso_was_repaired,pso_num_repaired_nodes,pso_repair_strategy,pso_area_used,pso_area_budget,pso_validity_note,dbpso_solution_valid,dbpso_initial_solution_valid,dbpso_was_repaired,dbpso_num_repaired_nodes,dbpso_repair_strategy,dbpso_area_used,dbpso_area_budget,dbpso_validity_note,clpso_solution_valid,clpso_initial_solution_valid,clpso_was_repaired,clpso_num_repaired_nodes,clpso_repair_strategy,clpso_area_used,clpso_area_budget,clpso_validity_note,ccpso_solution_valid,ccpso_initial_solution_valid,ccpso_was_repaired,ccpso_num_repaired_nodes,ccpso_repair_strategy,ccpso_area_used,ccpso_area_budget,ccpso_validity_note,shade_solution_valid,shade_initial_solution_valid,shade_was_repaired,shade_num_repaired_nodes,shade_repair_strategy,shade_area_used,shade_area_budget,shade_validity_note,jade_solution_valid,jade_initial_solution_valid,jade_was_repaired,jade_num_repaired_nodes,jade_repair_strategy,jade_area_used,jade_area_budget,jade_validity_note
2026-04-08 14:49:20,20260408-144843,squeeze_net_tosa_area-0.10_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,42,863.2964840752181,8671.958553309743,10.04516839032344,8671.958553309745,optimize_random_makespan_lssp,8671.958553309743,0.1695966720581054,8671.958553309743,8671.958553309743,,8671.958553309743,8671.958553309743,10.04516839032344,8671.958553309745,optimize_single_point_makespan_lssp,8671.958553309743,0.0075099468231201,8671.958553309743,8671.958553309743,,8671.958553309743,,,,,,,,,,,True,True,False,0.0,,0.0,966.3818271271788,Valid solution; no area repair needed.,True,True,False,0.0,,0.0,966.3818271271788,Valid solution; no area repair needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08 14:49:32,20260408-144843,squeeze_net_tosa_area-0.10_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,43,924.8477550363816,9211.593475920748,9.960118760907177,9211.593475920748,optimize_random_makespan_lssp,9211.593475920748,0.1712815761566162,9211.593475920748,9211.593475920748,,9211.593475920748,9211.593475920748,9.960118760907177,9211.593475920748,optimize_single_point_makespan_lssp,9211.593475920748,0.0073311328887939,9211.593475920748,9211.593475920748,,9211.593475920748,,,,,,,,,,,True,True,False,0.0,,0.0,845.4525339200999,Valid solution; no area repair needed.,True,True,False,0.0,,0.0,845.4525339200999,Valid solution; no area repair needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08 14:51:11,20260408-145058,squeeze_net_tosa_area-0.10_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,42,863.2964840752181,8671.958553309743,10.04516839032344,8671.958553309745,optimize_random_makespan_lssp,8671.958553309743,0.170283555984497,8671.958553309743,8671.958553309743,,8671.958553309743,8671.958553309743,10.04516839032344,8671.958553309745,optimize_single_point_makespan_lssp,8671.958553309743,0.007157564163208,8671.958553309743,8671.958553309743,,8671.958553309743,,,,,,,,,,,True,True,False,0.0,,0.0,966.3818271271788,Valid solution; no area repair needed.,True,True,False,0.0,,0.0,966.3818271271788,Valid solution; no area repair needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08 14:51:16,20260408-145058,squeeze_net_tosa_area-0.10_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,43,924.8477550363816,9211.593475920748,9.960118760907177,9211.593475920748,optimize_random_makespan_lssp,9211.593475920748,0.171868085861206,9211.593475920748,9211.593475920748,,9211.593475920748,9211.593475920748,9.960118760907177,9211.593475920748,optimize_single_point_makespan_lssp,9211.593475920748,0.0075294971466064,9211.593475920748,9211.593475920748,,9211.593475920748,,,,,,,,,,,True,True,False,0.0,,0.0,845.4525339200999,Valid solution; no area repair needed.,True,True,False,0.0,,0.0,845.4525339200999,Valid solution; no area repair needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08 14:51:28,20260408-145058,squeeze_net_tosa_area-0.10_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,44,880.3975676869239,8543.037518026596,9.703613266983224,8543.037518026593,optimize_random_makespan_lssp,8543.037518026596,0.1731841564178466,8543.037518026596,8543.037518026596,,8543.037518026596,8543.037518026596,9.703613266983224,8543.037518026593,optimize_single_point_makespan_lssp,8543.037518026596,0.0071210861206054,8543.037518026596,8543.037518026596,,8543.037518026596,,,,,,,,,,,True,True,False,0.0,,0.0,878.4039022935748,Valid solution; no area repair needed.,True,True,False,0.0,,0.0,878.4039022935748,Valid solution; no area repair needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08 14:51:41,20260408-145058,squeeze_net_tosa_area-0.10_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,45,944.9410604384876,9334.125936923414,9.877998033646708,9334.125936923409,optimize_random_makespan_lssp,9334.125936923414,0.1722593307495117,9334.125936923414,9334.125936923414,,9334.125936923414,9334.125936923414,9.877998033646708,9334.125936923409,optimize_single_point_makespan_lssp,9334.125936923414,0.0074810981750488,9334.125936923414,9334.125936923414,,9334.125936923414,,,,,,,,,,,True,True,False,0.0,,0.0,920.3750576829184,Valid solution; no area repair needed.,True,True,False,0.0,,0.0,920.3750576829184,Valid solution; no area repair needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08 14:51:53,20260408-145058,squeeze_net_tosa_area-0.10_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,46,891.069723087352,8626.334793531425,9.680875211025189,8626.334793531423,optimize_random_makespan_lssp,8626.334793531425,0.1727857589721679,8626.334793531425,8626.334793531425,,8626.334793531425,8626.334793531425,9.680875211025189,8626.334793531423,optimize_single_point_makespan_lssp,8626.334793531425,0.0070874691009521,8626.334793531425,8626.334793531425,,8626.334793531425,,,,,,,,,,,True,True,False,0.0,,0.0,932.7140692699484,Valid solution; no area repair needed.,True,True,False,0.0,,0.0,932.7140692699484,Valid solution; no area repair needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08 14:52:05,20260408-145058,squeeze_net_tosa_area-0.10_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,47,897.9128028241038,8957.762373480502,9.97620520089107,8957.7623734805,optimize_random_makespan_lssp,8957.762373480502,0.1720190048217773,8957.762373480504,8957.762373480502,,8957.762373480502,8957.762373480502,9.97620520089107,8957.7623734805,optimize_single_point_makespan_lssp,8957.762373480502,0.0069646835327148,8957.762373480504,8957.762373480502,,8957.762373480502,,,,,,,,,,,True,True,False,0.0,,0.0,940.1221233557698,Valid solution; no area repair needed.,True,True,False,0.0,,0.0,940.1221233557698,Valid solution; no area repair needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08 14:52:17,20260408-145058,squeeze_net_tosa_area-0.10_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,48,868.9695660295871,8532.057671109735,9.818592048158372,8532.057671109736,optimize_random_makespan_lssp,8532.057671109735,0.1713075637817382,8532.057671109735,8532.057671109735,,8532.057671109735,8532.057671109735,9.818592048158372,8532.057671109736,optimize_single_point_makespan_lssp,8532.057671109735,0.0069806575775146,8532.057671109735,8532.057671109735,,8532.057671109735,,,,,,,,,,,True,True,False,0.0,,0.0,1018.3922394909346,Valid solution; no area repair needed.,True,True,False,0.0,,0.0,1018.3922394909346,Valid solution; no area repair needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08 14:52:29,20260408-145058,squeeze_net_tosa_area-0.10_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,49,878.2221206056221,8906.300060495521,10.14128413704011,8906.300060495514,optimize_random_makespan_lssp,8906.300060495521,0.1721894741058349,8906.300060495521,8906.300060495521,,8906.300060495521,8906.300060495521,10.14128413704011,8906.300060495514,optimize_single_point_makespan_lssp,8906.300060495521,0.0068888664245605,8906.300060495521,8906.300060495521,,8906.300060495521,,,,,,,,,,,True,True,False,0.0,,0.0,858.0672308531108,Valid solution; no area repair needed.,True,True,False,0.0,,0.0,858.0672308531108,Valid solution; no area repair needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08 14:52:41,20260408-145058,squeeze_net_tosa_area-0.10_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,50,829.0647762352121,8791.053987688198,10.603579164957925,8791.053987688196,optimize_random_makespan_lssp,8791.053987688198,0.1706898212432861,8791.053987688198,8791.053987688198,,8791.053987688198,8791.053987688198,10.603579164957925,8791.053987688196,optimize_single_point_makespan_lssp,8791.053987688198,0.006990909576416,8791.053987688198,8791.053987688198,,8791.053987688198,,,,,,,,,,,True,True,False,0.0,,0.0,918.0391514164128,Valid solution; no area repair needed.,True,True,False,0.0,,0.0,918.0391514164128,Valid solution; no area repair needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08 14:52:54,20260408-145058,squeeze_net_tosa_area-0.10_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,51,969.4998945368148,10010.557015369945,10.325485409312558,10010.557015369946,optimize_random_makespan_lssp,10010.557015369945,0.1705551147460937,10010.557015369945,10010.557015369945,,10010.557015369945,10010.557015369945,10.325485409312558,10010.557015369946,optimize_single_point_makespan_lssp,10010.557015369945,0.0072278976440429,10010.557015369945,10010.557015369945,,10010.557015369945,,,,,,,,,,,True,True,False,0.0,,0.0,865.8602254493703,Valid solution; no area repair needed.,True,True,False,0.0,,0.0,865.8602254493703,Valid solution; no area repair needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08 14:53:04,20260408-145058,squeeze_net_tosa_area-0.30_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.3,42,863.2964840752181,8671.958553309743,10.04516839032344,8671.958553309745,optimize_random_makespan_lssp,8671.958553309743,0.1705238819122314,8671.958553309743,8671.958553309743,,8671.958553309743,8671.958553309743,10.04516839032344,8671.958553309745,optimize_single_point_makespan_lssp,8671.958553309743,0.007436990737915,8671.958553309743,8671.958553309743,,8671.958553309743,,,,,,,,,,,True,True,False,0.0,,0.0,2899.145481381536,Valid solution; no area repair needed.,True,True,False,0.0,,0.0,2899.145481381536,Valid solution; no area repair needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08 14:53:23,20260408-145058,squeeze_net_tosa_area-0.30_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.3,43,924.8477550363816,9211.593475920748,9.960118760907177,9211.593475920748,optimize_random_makespan_lssp,9211.593475920748,0.1724331378936767,9211.593475920748,9211.593475920748,,9211.593475920748,9211.593475920748,9.960118760907177,9211.593475920748,optimize_single_point_makespan_lssp,9211.593475920748,0.0083777904510498,9211.593475920748,9211.593475920748,,9211.593475920748,,,,,,,,,,,True,True,False,0.0,,0.0,2536.3576017602995,Valid solution; no area repair needed.,True,True,False,0.0,,0.0,2536.3576017602995,Valid solution; no area repair needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
