SimTime,Config,GraphName,N,HW_Scale_Factor,HW_Scale_Var,Comm_Scale_Var,Area_Percentage,Seed,LB_Naive,random_opt_cost,random_opt_ratio,random_partition_cost,random_bb,random_makespan,random_time,greedy_opt_cost,greedy_opt_ratio,greedy_partition_cost,greedy_bb,greedy_makespan,greedy_time,diff_gnn_opt_cost,diff_gnn_opt_ratio,diff_gnn_partition_cost,diff_gnn_bb,diff_gnn_makespan,diff_gnn_time,pso_opt_cost,pso_opt_ratio,pso_partition_cost,pso_bb,pso_makespan,pso_time,dbpso_opt_cost,dbpso_opt_ratio,dbpso_partition_cost,dbpso_bb,dbpso_makespan,dbpso_time,clpso_opt_cost,clpso_opt_ratio,clpso_partition_cost,clpso_bb,clpso_makespan,clpso_time,ccpso_opt_cost,ccpso_opt_ratio,ccpso_partition_cost,ccpso_bb,ccpso_makespan,ccpso_time,esa_opt_cost,esa_opt_ratio,esa_partition_cost,esa_bb,esa_makespan,esa_time,shade_opt_cost,shade_opt_ratio,shade_partition_cost,shade_bb,shade_makespan,shade_time,jade_opt_cost,jade_opt_ratio,jade_partition_cost,jade_bb,jade_makespan,jade_time,gl25_opt_cost,gl25_opt_ratio,gl25_partition_cost,gl25_bb,gl25_makespan,gl25_time
2026-02-13 14:44:53,config_mkspan_area_0.1_hw_0.1_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,0,1005.5926797560742,9466.813815823476,9.414163414673855,9466.813815823472,optimize_random_makespan,9466.813815823476,9.791732788085938,9466.813815823476,9.414163414673855,9466.813815823472,optimize_single_point_makespan,9466.813815823476,0.0014586448669433594,4946.60875390195,4.919097815133107,9543.341221018509,optimize_single_point_makespan,9006.233983495113,101.02784752845764,9466.813815823476,9.414163414673855,9466.813815823472,optimize_swarm_makespan,9466.813815823476,85.8108868598938,9466.813815823476,9.414163414673855,9466.813815823472,optimize_random_makespan,9466.813815823476,97.14762687683105,9466.813815823476,9.414163414673855,9466.813815823472,optimize_single_point_makespan,9466.813815823476,4.033770322799683,9466.813815823476,9.414163414673855,9466.813815823472,optimize_single_point_makespan,9466.813815823476,4.004098653793335,9466.813815823476,9.414163414673855,9466.813815823472,optimize_single_point_makespan,9466.813815823476,19.784940242767334,9466.813815823476,9.414163414673855,9466.813815823472,optimize_single_point_makespan,9466.813815823476,39.392106771469116,9466.813815823476,9.414163414673855,9466.813815823472,optimize_single_point_makespan,9466.813815823476,39.607621908187866,9466.813815823476,9.414163414673855,9466.813815823472,optimize_single_point_makespan,9466.813815823476,39.73976540565491
2026-02-13 14:52:19,config_mkspan_area_0.1_hw_0.1_seed_1,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,1,914.495431384477,8769.553212251987,9.58949920501576,8769.553212251989,optimize_random_makespan,8769.553212251987,9.606212139129639,8769.553212251987,9.58949920501576,8769.553212251989,optimize_single_point_makespan,8769.553212251987,0.0022034645080566406,4698.375243046063,5.137669453343334,10930.057087246852,optimize_single_point_makespan,8290.147058565779,101.09069991111755,8769.553212251987,9.58949920501576,8769.553212251989,optimize_swarm_makespan,8769.553212251987,84.80120515823364,8769.553212251987,9.58949920501576,8769.553212251989,optimize_random_makespan,8769.553212251987,93.40097188949585,8769.553212251987,9.58949920501576,8769.553212251989,optimize_single_point_makespan,8769.553212251987,3.8445606231689453,8769.553212251987,9.58949920501576,8769.553212251989,optimize_single_point_makespan,8769.553212251987,3.8691210746765137,8769.553212251987,9.58949920501576,8769.553212251989,optimize_single_point_makespan,8769.553212251987,19.042455911636353,8769.553212251987,9.58949920501576,8769.553212251989,optimize_single_point_makespan,8769.553212251987,38.64620780944824,8769.553212251987,9.58949920501576,8769.553212251989,optimize_single_point_makespan,8769.553212251987,38.77657461166382,8769.553212251987,9.58949920501576,8769.553212251989,optimize_single_point_makespan,8769.553212251987,38.12792229652405
2026-02-13 15:00:04,config_mkspan_area_0.1_hw_0.1_seed_2,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,2,896.9223739196549,8942.015456463534,9.969664841100895,8942.015456463532,optimize_random_makespan,8942.015456463534,10.118661642074585,8942.015456463534,9.969664841100895,8942.015456463532,optimize_single_point_makespan,8942.015456463534,0.004206657409667969,4617.978581870623,5.14869370655737,9172.330179052376,optimize_single_point_makespan,7833.283107473885,101.08893465995789,8942.015456463534,9.969664841100895,8942.015456463532,optimize_swarm_makespan,8942.015456463534,83.74975061416626,8942.015456463534,9.969664841100895,8942.015456463532,optimize_random_makespan,8942.015456463534,95.17742991447449,8942.015456463534,9.969664841100895,8942.015456463532,optimize_single_point_makespan,8942.015456463534,3.909158706665039,8942.015456463534,9.969664841100895,8942.015456463532,optimize_single_point_makespan,8942.015456463534,3.8965189456939697,8942.015456463534,9.969664841100895,8942.015456463532,optimize_single_point_makespan,8942.015456463534,19.391337394714355,8942.015456463534,9.969664841100895,8942.015456463532,optimize_single_point_makespan,8942.015456463534,39.33347034454346,8942.015456463534,9.969664841100895,8942.015456463532,optimize_single_point_makespan,8942.015456463534,39.33337187767029,8942.015456463534,9.969664841100895,8942.015456463532,optimize_single_point_makespan,8942.015456463534,39.29305934906006
2026-02-13 15:07:40,config_mkspan_area_0.1_hw_0.1_seed_3,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,3,886.513608108352,9214.558124102598,10.394153050582807,9214.5581241026,optimize_random_makespan,9214.558124102598,9.688395023345947,9214.558124102598,10.394153050582807,9214.5581241026,optimize_single_point_makespan,9214.558124102598,0.001211404800415039,4755.972370885522,5.36480469942683,11736.668870898404,optimize_single_point_makespan,9176.932562614338,100.49124503135681,9214.558124102598,10.394153050582807,9214.5581241026,optimize_swarm_makespan,9214.558124102598,85.16050577163696,9214.558124102598,10.394153050582807,9214.5581241026,optimize_random_makespan,9214.558124102598,95.97076988220215,9214.558124102598,10.394153050582807,9214.5581241026,optimize_single_point_makespan,9214.558124102598,3.9248087406158447,9214.558124102598,10.394153050582807,9214.5581241026,optimize_single_point_makespan,9214.558124102598,3.983741521835327,9214.558124102598,10.394153050582807,9214.5581241026,optimize_single_point_makespan,9214.558124102598,19.21853280067444,9214.558124102598,10.394153050582807,9214.5581241026,optimize_single_point_makespan,9214.558124102598,39.51899695396423,9214.558124102598,10.394153050582807,9214.5581241026,optimize_single_point_makespan,9214.558124102598,39.35652732849121,9214.558124102598,10.394153050582807,9214.5581241026,optimize_single_point_makespan,9214.558124102598,38.80158710479736
2026-02-13 15:15:21,config_mkspan_area_0.1_hw_0.3_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.3,0.5,1.0,0.1,0,3016.369355489379,9466.813815823476,3.1384796422875643,9466.813815823472,optimize_random_makespan,9466.813815823476,10.096373796463013,9466.813815823476,3.1384796422875643,9466.813815823472,optimize_single_point_makespan,9466.813815823476,0.0013706684112548828,4946.608826259992,1.6399214563222644,9542.250577817953,optimize_single_point_makespan,9047.814617665212,100.8510913848877,9466.813815823476,3.1384796422875643,9466.813815823472,optimize_swarm_makespan,9466.813815823476,86.43940305709839,9466.813815823476,3.1384796422875643,9466.813815823472,optimize_random_makespan,9466.813815823476,97.05632710456848,9466.813815823476,3.1384796422875643,9466.813815823472,optimize_single_point_makespan,9466.813815823476,3.9489283561706543,9466.813815823476,3.1384796422875643,9466.813815823472,optimize_single_point_makespan,9466.813815823476,3.967315196990967,9466.813815823476,3.1384796422875643,9466.813815823472,optimize_single_point_makespan,9466.813815823476,19.5592098236084,9466.813815823476,3.1384796422875643,9466.813815823472,optimize_single_point_makespan,9466.813815823476,39.96543002128601,9466.813815823476,3.1384796422875643,9466.813815823472,optimize_single_point_makespan,9466.813815823476,40.07634353637695,9466.813815823476,3.1384796422875643,9466.813815823472,optimize_single_point_makespan,9466.813815823476,39.42766809463501
2026-02-13 15:22:54,config_mkspan_area_0.1_hw_0.3_seed_1,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.3,0.5,1.0,0.1,1,2742.479224526191,8769.553212251987,3.197673526138406,8769.553212251989,optimize_random_makespan,8769.553212251987,9.774111032485962,8769.553212251987,3.197673526138406,8769.553212251989,optimize_single_point_makespan,8769.553212251987,0.001373291015625,4709.651459525687,1.7172970418178308,11036.84251320037,optimize_single_point_makespan,8290.147058565779,100.26828336715698,8769.553212251987,3.197673526138406,8769.553212251989,optimize_swarm_makespan,8769.553212251987,83.91164898872375,8769.553212251987,3.197673526138406,8769.553212251989,optimize_random_makespan,8769.553212251987,95.02448177337646,8769.553212251987,3.197673526138406,8769.553212251989,optimize_single_point_makespan,8769.553212251987,3.935930013656616,8769.553212251987,3.197673526138406,8769.553212251989,optimize_single_point_makespan,8769.553212251987,3.9556777477264404,8769.553212251987,3.197673526138406,8769.553212251989,optimize_single_point_makespan,8769.553212251987,19.31182289123535,8769.553212251987,3.197673526138406,8769.553212251989,optimize_single_point_makespan,8769.553212251987,38.811391830444336,8769.553212251987,3.197673526138406,8769.553212251989,optimize_single_point_makespan,8769.553212251987,38.97200059890747,8769.553212251987,3.197673526138406,8769.553212251989,optimize_single_point_makespan,8769.553212251987,39.25125789642334
2026-02-13 15:30:27,config_mkspan_area_0.1_hw_0.3_seed_2,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.3,0.5,1.0,0.1,2,2688.9671217589616,8942.015456463534,3.3254461849329724,8942.015456463532,optimize_random_makespan,8942.015456463534,9.991819858551025,8942.015456463534,3.3254461849329724,8942.015456463532,optimize_single_point_makespan,8942.015456463534,0.0016772747039794922,4608.169166288952,1.713732060537268,9301.09505546788,optimize_single_point_makespan,8178.291365941627,101.0056483745575,8942.015456463534,3.3254461849329724,8942.015456463532,optimize_swarm_makespan,8942.015456463534,83.9424934387207,8942.015456463534,3.3254461849329724,8942.015456463532,optimize_random_makespan,8942.015456463534,94.54498171806335,8942.015456463534,3.3254461849329724,8942.015456463532,optimize_single_point_makespan,8942.015456463534,3.881725788116455,8942.015456463534,3.3254461849329724,8942.015456463532,optimize_single_point_makespan,8942.015456463534,3.9550604820251465,8942.015456463534,3.3254461849329724,8942.015456463532,optimize_single_point_makespan,8942.015456463534,19.735257625579834,8942.015456463534,3.3254461849329724,8942.015456463532,optimize_single_point_makespan,8942.015456463534,38.852028369903564,8942.015456463534,3.3254461849329724,8942.015456463532,optimize_single_point_makespan,8942.015456463534,38.865391969680786,8942.015456463534,3.3254461849329724,8942.015456463532,optimize_single_point_makespan,8942.015456463534,39.27086782455444
2026-02-13 15:38:01,config_mkspan_area_0.1_hw_0.3_seed_3,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.3,0.5,1.0,0.1,3,2658.940824325056,9214.558124102598,3.4654995101072306,9214.5581241026,optimize_random_makespan,9214.558124102598,9.681508302688599,9214.558124102598,3.4654995101072306,9214.5581241026,optimize_single_point_makespan,9214.558124102598,0.0013206005096435547,4760.409108470519,1.7903403734751782,11744.557060337896,optimize_single_point_makespan,9176.932562614338,100.72525262832642,9214.558124102598,3.4654995101072306,9214.5581241026,optimize_swarm_makespan,9214.558124102598,85.49216771125793,9214.558124102598,3.4654995101072306,9214.5581241026,optimize_random_makespan,9214.558124102598,95.64054417610168,9214.558124102598,3.4654995101072306,9214.5581241026,optimize_single_point_makespan,9214.558124102598,3.9081995487213135,9214.558124102598,3.4654995101072306,9214.5581241026,optimize_single_point_makespan,9214.558124102598,3.950289726257324,9214.558124102598,3.4654995101072306,9214.5581241026,optimize_single_point_makespan,9214.558124102598,19.621517658233643,9214.558124102598,3.4654995101072306,9214.5581241026,optimize_single_point_makespan,9214.558124102598,38.66924428939819,9214.558124102598,3.4654995101072306,9214.5581241026,optimize_single_point_makespan,9214.558124102598,38.68629813194275,9214.558124102598,3.4654995101072306,9214.5581241026,optimize_single_point_makespan,9214.558124102598,39.22726821899414
2026-02-13 15:45:40,config_mkspan_area_0.1_hw_0.5_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.5,0.5,1.0,0.1,0,5020.405770995477,9466.813815823476,1.8856670651038507,9466.813815823472,optimize_random_makespan,9466.813815823476,9.781590700149536,9466.813815823476,1.8856670651038507,9466.813815823472,optimize_single_point_makespan,9466.813815823476,0.00130462646484375,4946.608749311348,0.9853005862373758,9599.893352629939,optimize_single_point_makespan,9047.814617665212,100.71028304100037,9466.813815823476,1.8856670651038507,9466.813815823472,optimize_swarm_makespan,9466.813815823476,86.4055449962616,9466.813815823476,1.8856670651038507,9466.813815823472,optimize_random_makespan,9466.813815823476,97.59405732154846,9466.813815823476,1.8856670651038507,9466.813815823472,optimize_single_point_makespan,9466.813815823476,3.9207308292388916,9466.813815823476,1.8856670651038507,9466.813815823472,optimize_single_point_makespan,9466.813815823476,3.898210048675537,9466.813815823476,1.8856670651038507,9466.813815823472,optimize_single_point_makespan,9466.813815823476,19.61823081970215,9466.813815823476,1.8856670651038507,9466.813815823472,optimize_single_point_makespan,9466.813815823476,39.63100981712341,9466.813815823476,1.8856670651038507,9466.813815823472,optimize_single_point_makespan,9466.813815823476,39.76929974555969,9466.813815823476,1.8856670651038507,9466.813815823472,optimize_single_point_makespan,9466.813815823476,39.499077558517456
2026-02-13 15:53:22,config_mkspan_area_0.1_hw_0.5_seed_1,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.5,0.5,1.0,0.1,1,4559.116995953398,8769.553212251987,1.9235201070811974,8769.553212251989,optimize_random_makespan,8769.553212251987,9.660387516021729,8769.553212251987,1.9235201070811974,8769.553212251989,optimize_single_point_makespan,8769.553212251987,0.00386810302734375,4720.927682178164,1.0354916722620602,11056.395928799457,optimize_single_point_makespan,8275.84499839865,112.45543384552002,8769.553212251987,1.9235201070811974,8769.553212251989,optimize_swarm_makespan,8769.553212251987,84.06604290008545,8769.553212251987,1.9235201070811974,8769.553212251989,optimize_random_makespan,8769.553212251987,93.59390234947205,8769.553212251987,1.9235201070811974,8769.553212251989,optimize_single_point_makespan,8769.553212251987,3.926068067550659,8769.553212251987,1.9235201070811974,8769.553212251989,optimize_single_point_makespan,8769.553212251987,3.9015471935272217,8769.553212251987,1.9235201070811974,8769.553212251989,optimize_single_point_makespan,8769.553212251987,19.25584316253662,8769.553212251987,1.9235201070811974,8769.553212251989,optimize_single_point_makespan,8769.553212251987,38.77737307548523,8769.553212251987,1.9235201070811974,8769.553212251989,optimize_single_point_makespan,8769.553212251987,38.59821009635925,8769.553212251987,1.9235201070811974,8769.553212251989,optimize_single_point_makespan,8769.553212251987,38.75559616088867
