GraphName,HW_Scale_Var,Comm_Scale_Var,Area_Percentage,Seed,Random_makespan,PSO_makespan,Greedy_makespan,min_makespan
rez_net_tosa,1.0,0.5,0.1,42,15650.01169918127,18170.59994192257,16176.38492510128,15650.01169918127
rez_net_tosa,1.0,1.0,0.1,42,19383.227394429523,18211.302973602797,19098.62057445242,18211.302973602797
rez_net_tosa,1.0,5.0,0.1,42,49678.62494049175,18286.252554080325,43652.915574719475,18286.252554080325
rez_net_tosa,1.0,10.0,0.1,42,89359.24877204683,18286.252554080325,75299.55085380565,18286.252554080325
rez_net_tosa,5.0,0.5,0.1,42,18591.550825711423,18207.61631153149,15967.335328415389,15967.335328415389
rez_net_tosa,5.0,1.0,0.1,42,22338.797779267086,18245.992359104894,18722.430439371165,18245.992359104894
rez_net_tosa,5.0,5.0,0.1,42,52604.13789185054,18273.431335076624,41915.9572078599,18273.431335076624
rez_net_tosa,5.0,10.0,0.1,42,91886.99258049672,18273.431335076624,72416.01401111484,18273.431335076624
rez_net_tosa,10.0,0.5,0.1,42,22767.22966563137,18116.129339996027,15944.918345388782,15944.918345388782
rez_net_tosa,10.0,1.0,0.1,42,26514.47661918704,18245.992359104894,18373.42212684527,18245.992359104894
rez_net_tosa,10.0,5.0,0.1,42,56726.10251834301,18273.431335076624,38860.243041214526,18273.431335076624
rez_net_tosa,10.0,10.0,0.1,42,95566.55691701289,18273.431335076624,65987.66546562116,18273.431335076624
rez_net_tosa,0.5,0.5,0.3,42,15535.647728450493,17753.010621959424,13307.254606013881,13307.254606013881
rez_net_tosa,0.5,1.0,0.3,42,19271.895809955713,18116.316835578786,16636.859983486487,16636.859983486487
rez_net_tosa,0.5,5.0,0.3,42,49572.00051336711,18289.158768004214,43763.61261259264,18289.158768004214
rez_net_tosa,0.5,10.0,0.3,42,89276.53464544241,18289.158768004214,79078.9050828412,18289.158768004214
rez_net_tosa,1.0,0.5,0.3,42,15650.01169918127,17820.010752056194,13501.630368054164,13501.630368054164
rez_net_tosa,1.0,1.0,0.3,42,19383.227394429523,18188.33964504252,17089.981196327662,17089.981196327662
rez_net_tosa,1.0,5.0,0.3,42,49678.62494049175,18286.252554080325,46410.77384426585,18286.252554080325
rez_net_tosa,1.0,10.0,0.3,42,89359.24877204683,18286.252554080325,84527.7118529571,18286.252554080325
rez_net_tosa,5.0,0.5,0.3,42,18591.550825711423,17958.17796969025,13198.566349369059,13198.566349369059
rez_net_tosa,5.0,1.0,0.3,42,22338.797779267086,18133.942875027264,16471.66551220108,16471.66551220108
rez_net_tosa,5.0,5.0,0.3,42,52604.13789185054,18273.431335076624,43430.26023166102,18273.431335076624
rez_net_tosa,5.0,10.0,0.3,42,91886.99258049672,18273.431335076624,78603.96133212549,18273.431335076624
rez_net_tosa,10.0,0.5,0.3,42,22767.22966563137,17836.985178432988,13180.210249632913,13180.210249632913
rez_net_tosa,10.0,1.0,0.3,42,26514.47661918704,18183.64686959998,16318.983034036031,16318.983034036031
rez_net_tosa,10.0,5.0,0.3,42,56726.10251834301,18273.431335076624,42222.71141741499,18273.431335076624
rez_net_tosa,10.0,10.0,0.3,42,95566.55691701289,18273.431335076624,76066.41693122056,18273.431335076624
rez_net_tosa,0.5,0.5,0.5,42,13914.250621150524,18006.710293193624,11720.779979695813,11720.779979695813
rez_net_tosa,0.5,1.0,0.5,42,16466.758544436787,18219.25197593926,15735.956853692505,15735.956853692505
rez_net_tosa,0.5,5.0,0.5,42,44306.90030435672,18235.46063783543,48557.24087414269,18235.46063783543
rez_net_tosa,0.5,10.0,0.5,42,78402.8335511364,18289.158768004214,90732.34358870618,18289.158768004214
rez_net_tosa,1.0,0.5,0.5,42,14081.159267568468,17999.958724481512,11548.575678337858,11548.575678337858
rez_net_tosa,1.0,1.0,0.5,42,16627.62685566315,18099.444096346146,15272.12196424197,15272.12196424197
rez_net_tosa,1.0,5.0,0.5,42,44515.38431102397,18286.252554080325,45731.44528137149,18286.252554080325
rez_net_tosa,1.0,10.0,0.5,42,78562.89339977026,18286.252554080325,84944.18556152562,18286.252554080325
rez_net_tosa,5.0,0.5,0.5,42,17499.231467185677,17932.56694931037,11828.366634672206,11828.366634672206
rez_net_tosa,5.0,1.0,0.5,42,20036.7288993062,18087.541942885524,15223.143479796187,15223.143479796187
rez_net_tosa,5.0,5.0,0.5,42,40874.85404356693,18273.431335076624,43116.367126781864,18273.431335076624
rez_net_tosa,5.0,10.0,0.5,42,81681.09421314015,18273.431335076624,79044.6036872193,18273.431335076624
rez_net_tosa,10.0,0.5,0.5,42,21263.773515093606,17938.56999372661,12283.071346244025,12283.071346244025
rez_net_tosa,10.0,1.0,0.5,42,24825.37887218824,18183.64686959998,15845.488255454562,15845.488255454562
rez_net_tosa,10.0,5.0,0.5,42,45395.774863183346,18273.431335076624,45139.48837414948,18273.431335076624
rez_net_tosa,10.0,10.0,0.5,42,86281.11243749737,18273.431335076624,82808.12577861734,18273.431335076624
rez_net_tosa,0.5,0.5,0.9,42,13238.667077993305,7233.430124251718,6982.489121267331,6982.489121267331
rez_net_tosa,0.5,1.0,0.9,42,16452.69008981745,8383.312933053805,8352.98957652662,8352.98957652662
rez_net_tosa,0.5,5.0,0.9,42,44306.90030435672,18289.158768004214,20000.354469486105,18289.158768004214
rez_net_tosa,0.5,10.0,0.9,42,78402.8335511364,18289.158768004214,35326.21149014176,18289.158768004214
rez_net_tosa,1.0,0.5,0.9,42,13354.430011929628,7802.188904743381,6983.2633301476335,6983.2633301476335
rez_net_tosa,1.0,1.0,0.9,42,16560.1015449802,7852.370389776481,8014.364452447786,7852.370389776481
rez_net_tosa,1.0,5.0,0.9,42,44515.38431102397,18286.252554080325,17101.190599563728,17101.190599563728
rez_net_tosa,1.0,10.0,0.9,42,78562.89339977026,18286.252554080325,29249.546484451195,18286.252554080325
rez_net_tosa,5.0,0.5,0.9,42,17151.476680191867,13894.263373411428,10999.149359884452,10999.149359884452
rez_net_tosa,5.0,1.0,0.9,42,20036.7288993062,14276.43155542968,12353.295385897405,12353.295385897405
rez_net_tosa,5.0,5.0,0.9,42,40874.85404356693,18273.431335076624,23394.63107857578,18273.431335076624
rez_net_tosa,5.0,10.0,0.9,42,81681.09421314015,18273.431335076624,38726.01080091738,18273.431335076624
rez_net_tosa,10.0,0.5,0.9,42,21179.75986737947,18038.549546513037,15684.780551075188,15684.780551075188
rez_net_tosa,10.0,1.0,0.9,42,24825.37887218824,18173.74089898824,17223.099166178774,17223.099166178774
rez_net_tosa,10.0,5.0,0.9,42,45395.774863183346,18335.776824581546,29529.648087007605,18335.776824581546
rez_net_tosa,10.0,10.0,0.9,42,86281.11243749737,18273.431335076624,45862.81715725777,18273.431335076624
squeeze_net_tosa,0.5,0.5,0.1,42,7814.384055063134,8408.68061649364,7773.176721019369,7773.176721019369
squeeze_net_tosa,0.5,1.0,0.1,42,10080.383106433545,8385.826336320708,9443.687378290093,8385.826336320708
squeeze_net_tosa,0.5,5.0,0.1,42,28846.005997746648,8510.437207270856,23440.00997202237,8510.437207270856
squeeze_net_tosa,0.5,10.0,0.1,42,52795.84602211958,8510.437207270856,41540.09400384021,8510.437207270856
squeeze_net_tosa,1.0,0.5,0.1,42,7955.141733208895,8392.42645046793,7780.278876695601,7780.278876695601
squeeze_net_tosa,1.0,1.0,0.1,42,10211.248295600875,8393.823889087671,9505.758929174583,8393.823889087671
squeeze_net_tosa,1.0,5.0,0.1,42,28974.47769703386,8519.512942544861,23919.76534837524,8519.512942544861
squeeze_net_tosa,1.0,10.0,0.1,42,52852.1753140629,8554.90347044206,42573.558236719124,8554.90347044206
squeeze_net_tosa,5.0,0.5,0.1,42,9896.77251841758,8440.261046605843,7920.5277882668615,7920.5277882668615
squeeze_net_tosa,5.0,1.0,0.1,42,12091.95556963884,8467.294029344619,9738.584318699639,8467.294029344619
squeeze_net_tosa,5.0,5.0,0.1,42,30739.34747502151,8482.6520103254,24919.065457193385,8482.6520103254
squeeze_net_tosa,5.0,10.0,0.1,42,54576.58488776431,8554.90347044206,44509.36108300452,8554.90347044206
squeeze_net_tosa,10.0,0.5,0.1,42,12567.552603098959,8440.261046605843,7946.661694548072,7946.661694548072
squeeze_net_tosa,10.0,1.0,0.1,42,14708.244722199906,8467.294029344619,9741.952023496284,8467.294029344619
squeeze_net_tosa,10.0,5.0,0.1,42,33192.61639885062,8482.6520103254,24790.526704366323,8482.6520103254
squeeze_net_tosa,10.0,10.0,0.1,42,56943.331977724534,8554.90347044206,44250.052938485205,8554.90347044206
squeeze_net_tosa,0.5,0.5,0.3,42,7814.384055063134,7938.433830750743,6692.247761532441,6692.247761532441
squeeze_net_tosa,0.5,1.0,0.3,42,10080.383106433545,8291.501116429443,8945.440158693975,8291.501116429443
squeeze_net_tosa,0.5,5.0,0.3,42,28846.005997746648,8388.519182172151,27489.111894227626,8388.519182172151
squeeze_net_tosa,0.5,10.0,0.3,42,52795.84602211958,8510.437207270856,50805.42083375837,8510.437207270856
squeeze_net_tosa,1.0,0.5,0.3,42,7955.141733208895,7980.496286193199,6539.674970640153,6539.674970640153
squeeze_net_tosa,1.0,1.0,0.3,42,10211.248295600875,8272.19964328126,8703.601828401544,8272.19964328126
squeeze_net_tosa,1.0,5.0,0.3,42,28974.47769703386,8426.5497261959,26516.09507626252,8426.5497261959
squeeze_net_tosa,1.0,10.0,0.3,42,52852.1753140629,8554.90347044206,48955.41512654447,8554.90347044206
squeeze_net_tosa,5.0,0.5,0.3,42,9896.77251841758,8018.229797689377,6717.677740768713,6717.677740768713
squeeze_net_tosa,5.0,1.0,0.3,42,12091.95556963884,8208.829854642396,8969.664934634446,8208.829854642396
squeeze_net_tosa,5.0,5.0,0.3,42,30739.34747502151,8395.042569227959,27900.43559364627,8395.042569227959
squeeze_net_tosa,5.0,10.0,0.3,42,54576.58488776431,8554.90347044206,51680.97972811632,8554.90347044206
squeeze_net_tosa,10.0,0.5,0.3,42,12567.552603098959,7995.223603088069,6857.3341631490075,6857.3341631490075
squeeze_net_tosa,10.0,1.0,0.3,42,14708.244722199906,8289.753346930602,9089.57673645945,8289.753346930602
squeeze_net_tosa,10.0,5.0,0.3,42,33192.61639885062,8395.042569227959,28200.319537283413,8395.042569227959
squeeze_net_tosa,10.0,10.0,0.3,42,56943.331977724534,8554.90347044206,52332.14521220835,8554.90347044206
squeeze_net_tosa,0.5,0.5,0.5,42,6867.158238126352,8021.491685930745,5385.730361540338,5385.730361540338
squeeze_net_tosa,0.5,1.0,0.5,42,8990.595352027573,8273.045546585716,7389.583275176239,7389.583275176239
squeeze_net_tosa,0.5,5.0,0.5,42,24806.959842609238,8475.15994357352,23901.919235667556,8475.15994357352
squeeze_net_tosa,0.5,10.0,0.5,42,44871.01516914041,8510.437207270856,45389.27143590589,8510.437207270856
squeeze_net_tosa,1.0,0.5,0.5,42,6949.022957406329,8113.87736208505,5553.001076550892,5553.001076550892
squeeze_net_tosa,1.0,1.0,0.5,42,9219.020980763904,8257.043901889721,7659.529759796304,7659.529759796304
squeeze_net_tosa,1.0,5.0,0.5,42,24795.635682549466,8459.736629475205,25063.45208409388,8459.736629475205
squeeze_net_tosa,1.0,10.0,0.5,42,44865.89614483132,8554.90347044206,47621.75360049708,8554.90347044206
squeeze_net_tosa,5.0,0.5,0.5,42,8360.573199776078,8179.532616674574,5930.896271616903,5930.896271616903
squeeze_net_tosa,5.0,1.0,0.5,42,10195.774639766465,8258.848473746506,8068.696675281697,8068.696675281697
squeeze_net_tosa,5.0,5.0,0.5,42,25718.023171643443,8395.042569227959,25896.193059746925,8395.042569227959
squeeze_net_tosa,5.0,10.0,0.5,42,45564.44771557862,8554.90347044206,48351.91073214736,8554.90347044206
squeeze_net_tosa,10.0,0.5,0.5,42,9743.252301446408,8225.501152298559,6627.907806991982,6627.907806991982
squeeze_net_tosa,10.0,1.0,0.5,42,11586.567047855944,8297.804108594004,9221.17039734384,8297.804108594004
squeeze_net_tosa,10.0,5.0,0.5,42,27034.79657290256,8395.042569227959,31065.449291998728,8395.042569227959
squeeze_net_tosa,10.0,10.0,0.5,42,46881.22111683773,8554.90347044206,58679.87095342687,8554.90347044206
squeeze_net_tosa,0.5,0.5,0.9,42,6494.229885317671,3135.056534839542,3550.5491613976606,3135.056534839542
squeeze_net_tosa,0.5,1.0,0.9,42,7982.728418116525,3606.1419081263766,4603.566660580411,3606.1419081263766
squeeze_net_tosa,0.5,5.0,0.9,42,20826.70008530551,8475.15994357352,13125.719505064957,8475.15994357352
squeeze_net_tosa,0.5,10.0,0.9,42,37807.85562397762,8510.437207270856,23806.78216045263,8510.437207270856
squeeze_net_tosa,1.0,0.5,0.9,42,6545.467882358695,3342.7877139165603,3692.0068893911093,3342.7877139165603
squeeze_net_tosa,1.0,1.0,0.9,42,8033.966415157546,3710.7433343062935,4723.400709460199,3710.7433343062935
squeeze_net_tosa,1.0,5.0,0.9,42,20872.538451018238,8486.326039265557,13170.500404008366,8486.326039265557
squeeze_net_tosa,1.0,10.0,0.9,42,37825.35521628685,8554.90347044206,23747.145240561076,8554.90347044206
squeeze_net_tosa,5.0,0.5,0.9,42,8114.011682932532,6132.021600906744,5096.263154103139,5096.263154103139
squeeze_net_tosa,5.0,1.0,0.9,42,9592.173444224565,6495.455182345069,6315.686218749057,6315.686218749057
squeeze_net_tosa,5.0,5.0,0.9,42,22410.098210599044,8462.622333818961,16566.194231743135,8462.622333818961
squeeze_net_tosa,5.0,10.0,0.9,42,38859.516029703365,8554.90347044206,29849.092250251928,8554.90347044206
squeeze_net_tosa,10.0,0.5,0.9,42,9743.252301446408,8140.321508198465,6588.571219433027,6588.571219433027
squeeze_net_tosa,10.0,1.0,0.9,42,11586.567047855944,8250.689048681543,7707.070336578058,7707.070336578058
squeeze_net_tosa,10.0,5.0,0.9,42,24538.98235262274,8461.54551852957,17361.155934951687,8461.54551852957
squeeze_net_tosa,10.0,10.0,0.9,42,40988.40017172706,8554.90347044206,30030.861028164552,8554.90347044206
anomaly_detection_tosa,0.5,0.5,0.1,42,2670.543482830193,2771.90297287347,2438.0872091085957,2438.0872091085957
anomaly_detection_tosa,0.5,1.0,0.1,42,3396.4402305479107,2946.6150200252027,2705.183864344684,2705.183864344684
anomaly_detection_tosa,0.5,5.0,0.1,42,9371.743435063905,3023.0020527059614,4841.957106233392,3023.0020527059614
anomaly_detection_tosa,0.5,10.0,0.1,42,17567.83870880886,3023.0020527059614,7512.9236585942745,3023.0020527059614
anomaly_detection_tosa,1.0,0.5,0.1,42,2640.072424779477,2781.4070471389978,2666.17868405606,2640.072424779477
anomaly_detection_tosa,1.0,1.0,0.1,42,3365.9691724971954,2939.5019555435606,3186.367991730179,2939.5019555435606
anomaly_detection_tosa,1.0,5.0,0.1,42,9330.066174013757,3023.0020527059614,7347.882453123131,3023.0020527059614
anomaly_detection_tosa,1.0,10.0,0.1,42,17526.161447758706,3023.0020527059614,12549.775529864322,3023.0020527059614
anomaly_detection_tosa,5.0,0.5,0.1,42,2846.8612947831475,2736.628287688374,2535.1740456054654,2535.1740456054654
anomaly_detection_tosa,5.0,1.0,0.1,42,3572.7580425008655,2858.9006816527653,2978.7918314344115,2858.9006816527653
anomaly_detection_tosa,5.0,5.0,0.1,42,9379.932024242617,3023.0020527059614,6527.734118065988,3023.0020527059614
anomaly_detection_tosa,5.0,10.0,0.1,42,17541.691329007226,3023.0020527059614,10963.911976355455,3023.0020527059614
anomaly_detection_tosa,10.0,0.5,0.1,42,3238.369991134137,2637.1647606666957,2562.7574134019424,2562.7574134019424
anomaly_detection_tosa,10.0,1.0,0.1,42,3964.266738851855,2858.9006816527653,3006.37519923089,2858.9006816527653
anomaly_detection_tosa,10.0,5.0,0.1,42,9771.440720593606,3023.0020527059614,6555.317485862466,3023.0020527059614
anomaly_detection_tosa,10.0,10.0,0.1,42,17661.883775609844,3023.0020527059614,10991.495344151934,3023.0020527059614
anomaly_detection_tosa,0.5,0.5,0.3,42,2885.005743439508,2404.9685037617287,2202.4129646681567,2202.4129646681567
anomaly_detection_tosa,0.5,1.0,0.3,42,3501.4227428619465,2692.277690620857,2887.0732038919828,2692.277690620857
anomaly_detection_tosa,0.5,5.0,0.3,42,9408.922270158926,3023.0020527059614,8364.355117682584,3023.0020527059614
anomaly_detection_tosa,0.5,10.0,0.3,42,16505.932894191592,3023.0020527059614,15210.95750992084,3023.0020527059614
anomaly_detection_tosa,1.0,0.5,0.3,42,2836.11875921387,2281.054956626225,2218.8832307855405,2218.8832307855405
anomaly_detection_tosa,1.0,1.0,0.3,42,3452.5357586363084,2859.557564662638,2953.8988235898037,2859.557564662638
anomaly_detection_tosa,1.0,5.0,0.3,42,8524.984463623781,3023.0020527059614,8834.023566023916,3023.0020527059614
anomaly_detection_tosa,1.0,10.0,0.3,42,16538.397330469084,3023.0020527059614,16184.179494066553,3023.0020527059614
anomaly_detection_tosa,5.0,0.5,0.3,42,2871.1530679202515,2477.8369329268817,2014.0600173175687,2014.0600173175687
anomaly_detection_tosa,5.0,1.0,0.3,42,3487.5700673426895,2748.6459853591145,2626.6152591957416,2626.6152591957416
anomaly_detection_tosa,5.0,5.0,0.3,42,8535.824360356653,3023.0020527059614,7527.057194221134,3023.0020527059614
anomaly_detection_tosa,5.0,10.0,0.3,42,15569.602232012345,3023.0020527059614,13652.609613002867,3023.0020527059614
anomaly_detection_tosa,10.0,0.5,0.3,42,3031.9545917360156,2444.3268900792164,2041.6433851140464,2041.6433851140464
anomaly_detection_tosa,10.0,1.0,0.3,42,3648.3715911584536,2670.6116064483376,2654.1986269922195,2654.1986269922195
anomaly_detection_tosa,10.0,5.0,0.3,42,8583.56479868595,3023.0020527059614,7554.640562017612,3023.0020527059614
anomaly_detection_tosa,10.0,10.0,0.3,42,15617.342670341643,3023.0020527059614,13680.192980799347,3023.0020527059614
anomaly_detection_tosa,0.5,0.5,0.5,42,2152.649375696448,1783.4689248719724,2001.326171277003,1783.4689248719724
anomaly_detection_tosa,0.5,1.0,0.5,42,2550.117258202979,2828.337953067968,2867.3919200785763,2550.117258202979
anomaly_detection_tosa,0.5,5.0,0.5,42,5969.998176596402,3023.0020527059614,10235.411749464343,3023.0020527059614
anomaly_detection_tosa,0.5,10.0,0.5,42,10622.699841314105,3023.0020527059614,19765.677114911377,3023.0020527059614
anomaly_detection_tosa,1.0,0.5,0.5,42,2163.7024948743447,1727.2977399526908,1993.5856257119738,1727.2977399526908
anomaly_detection_tosa,1.0,1.0,0.5,42,2561.170377380876,2792.102369354084,2851.8956510536186,2561.170377380876
anomaly_detection_tosa,1.0,5.0,0.5,42,5964.004845634931,3023.0020527059614,10158.164640854626,3023.0020527059614
anomaly_detection_tosa,1.0,10.0,0.5,42,10616.706510352635,3023.0020527059614,19610.872771702372,3023.0020527059614
anomaly_detection_tosa,5.0,0.5,0.5,42,2466.4318207986335,2018.1902373420253,1905.4957832231783,1905.4957832231783
anomaly_detection_tosa,5.0,1.0,0.5,42,3161.4790898430047,2682.43088845013,2634.3083516562347,2634.3083516562347
anomaly_detection_tosa,5.0,5.0,0.5,42,6159.409119915548,3023.0020527059614,8464.808899120691,3023.0020527059614
anomaly_detection_tosa,5.0,10.0,0.5,42,10812.110784633252,3023.0020527059614,15752.934583451262,3023.0020527059614
anomaly_detection_tosa,10.0,0.5,0.5,42,2709.631152373868,2476.3038030657062,1973.6556536403737,1973.6556536403737
anomaly_detection_tosa,10.0,1.0,0.5,42,3288.2740998640807,2735.8501657885104,2728.677759933954,2728.677759933954
anomaly_detection_tosa,10.0,5.0,0.5,42,6853.340706685251,3023.0020527059614,8768.854610282606,3023.0020527059614
anomaly_detection_tosa,10.0,10.0,0.5,42,11118.350457438462,3023.0020527059614,16319.075673218418,3023.0020527059614
anomaly_detection_tosa,0.5,0.5,0.9,42,2204.22693868281,1025.828704131483,1089.3139513669976,1025.828704131483
anomaly_detection_tosa,0.5,1.0,0.9,42,2549.3859252985385,1171.8333178241753,1324.578220934284,1171.8333178241753
anomaly_detection_tosa,0.5,5.0,0.9,42,5969.998176596402,1358.721150477436,3740.3962756187602,1358.721150477436
