SimTime,Config,GraphName,N,HW_Scale_Factor,HW_Scale_Var,Comm_Scale_Var,Area_Percentage,Seed,LB_Naive,greedy_opt_cost,greedy_opt_ratio,greedy_partition_cost,greedy_bb,greedy_makespan,greedy_time,random_opt_cost,random_opt_ratio,random_partition_cost,random_bb,random_makespan,random_time,pso_opt_cost,pso_opt_ratio,pso_partition_cost,pso_bb,pso_makespan,pso_time,dbpso_opt_cost,dbpso_opt_ratio,dbpso_partition_cost,dbpso_bb,dbpso_makespan,dbpso_time,clpso_opt_cost,clpso_opt_ratio,clpso_partition_cost,clpso_bb,clpso_makespan,clpso_time,ccpso_opt_cost,ccpso_opt_ratio,ccpso_partition_cost,ccpso_bb,ccpso_makespan,ccpso_time,esa_opt_cost,esa_opt_ratio,esa_partition_cost,esa_bb,esa_makespan,esa_time,shade_opt_cost,shade_opt_ratio,shade_partition_cost,shade_bb,shade_makespan,shade_time,jade_opt_cost,jade_opt_ratio,jade_partition_cost,jade_bb,jade_makespan,jade_time,gl25_opt_cost,gl25_opt_ratio,gl25_partition_cost,gl25_bb,gl25_makespan,gl25_time
2025-09-18 14:16:39,config_arato_default,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.5,42,863.2964840752181,12517.14297149339,14.499240066872302,12517.14297149339,None,6426.282286141266,0.0,8671.958553309745,10.045168390323441,8671.958553309745,optimize_random,8671.958553309745,0.4633760452270508,8534.554441920565,9.886006255502089,8534.554441920565,optimize_swarm,8460.213119022523,132.63126754760742,8671.958553309745,10.045168390323441,8671.958553309745,optimize_random,8671.958553309745,492.7233798503876,8671.958553309745,10.045168390323441,8671.958553309745,optimize_single_point,8671.958553309745,0.2760944366455078,8671.958553309745,10.045168390323441,8671.958553309745,optimize_single_point,8671.958553309745,0.2656533718109131,7455.235860789855,8.635776929841276,7455.235860789855,optimize_single_point,5652.727043856714,2.894787073135376,8671.958553309745,10.045168390323441,8671.958553309745,optimize_single_point,8671.958553309745,6.115403890609741,8671.958553309745,10.045168390323441,8671.958553309745,optimize_single_point,8671.958553309745,5.965605974197388,7379.003833300495,8.547473515086818,7379.003833300495,optimize_single_point,5415.605779637285,4.175281286239624
2025-10-21 16:14:25,config_arato_area_0.1_hw_0.1_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,42,863.2964840752181,14378.14482242514,16.65493267683966,14378.14482242514,None,9310.873510650446,0.0,8671.958553309745,10.045168390323441,8671.958553309745,optimize_random,8671.958553309745,0.5196125507354736,8671.958553309745,10.045168390323441,8671.958553309745,optimize_swarm,8671.958553309745,148.5531940460205,8671.958553309745,10.045168390323441,8671.958553309745,optimize_random,8671.958553309745,552.509539604187,8671.958553309745,10.045168390323441,8671.958553309745,optimize_single_point,8671.958553309745,0.3050823211669922,8671.958553309745,10.045168390323441,8671.958553309745,optimize_single_point,8671.958553309745,0.2997732162475586,8671.958553309745,10.045168390323441,8671.958553309745,optimize_single_point,8671.958553309745,3.203505277633667,8671.958553309745,10.045168390323441,8671.958553309745,optimize_single_point,8671.958553309745,6.012125492095947,8671.958553309745,10.045168390323441,8671.958553309745,optimize_single_point,8671.958553309745,5.882040977478027,8671.958553309745,10.045168390323441,8671.958553309745,optimize_single_point,8671.958553309745,4.743220567703247
2025-10-21 16:44:22,config_arato_area_0.1_hw_0.1_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,0,1005.5926797560742,14423.118730564303,14.342903464713872,14423.118730564303,None,9927.085367404346,0.0,9466.813815823472,9.414163414673851,9466.813815823472,optimize_random,9466.813815823469,0.4738163948059082,9466.813815823472,9.414163414673851,9466.813815823472,optimize_swarm,9466.813815823469,134.66738939285278,9466.813815823472,9.414163414673851,9466.813815823472,optimize_random,9466.813815823469,504.19461393356323,9466.813815823472,9.414163414673851,9466.813815823472,optimize_single_point,9466.813815823469,0.27716755867004395,9466.813815823472,9.414163414673851,9466.813815823472,optimize_single_point,9466.813815823469,0.2727341651916504,9466.813815823472,9.414163414673851,9466.813815823472,optimize_single_point,9466.813815823469,2.8728747367858887,9466.813815823472,9.414163414673851,9466.813815823472,optimize_single_point,9466.813815823469,5.400208473205566,9466.813815823472,9.414163414673851,9466.813815823472,optimize_single_point,9466.813815823469,5.319141626358032,9466.813815823472,9.414163414673851,9466.813815823472,optimize_single_point,9466.813815823469,4.226085662841797
2025-10-21 17:18:21,config_arato_area_0.1_hw_0.9_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.9,0.5,1.0,0.1,0,7512.781340436409,16387.61783761527,2.181298389374305,16387.61783761527,None,10699.747748161859,0.0,9466.813815823472,1.260094416014716,9466.813815823472,optimize_random,9466.813815823469,0.5074155330657959,9466.813815823472,1.260094416014716,9466.813815823472,optimize_swarm,9466.813815823469,147.24474239349365,9466.813815823472,1.260094416014716,9466.813815823472,optimize_random,9466.813815823469,539.8187963962555,9466.813815823472,1.260094416014716,9466.813815823472,optimize_single_point,9466.813815823469,0.301999568939209,9466.813815823472,1.260094416014716,9466.813815823472,optimize_single_point,9466.813815823469,0.2939789295196533,9466.813815823472,1.260094416014716,9466.813815823472,optimize_single_point,9466.813815823469,3.123189687728882,9466.813815823472,1.260094416014716,9466.813815823472,optimize_single_point,9466.813815823469,5.971194267272949,9466.813815823472,1.260094416014716,9466.813815823472,optimize_single_point,9466.813815823469,5.863027811050415,9466.813815823472,1.260094416014716,9466.813815823472,optimize_single_point,9466.813815823469,4.59145450592041
2025-10-21 17:18:22,config_arato_area_0.1_hw_0.1_seed_1,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,1,914.495431384477,16433.55070118445,17.970074138375185,16433.55070118445,None,9859.05992169698,0.0,8769.553212251989,9.589499205015763,8769.553212251989,optimize_random,8769.553212251989,0.5097682476043701,8769.553212251989,9.589499205015763,8769.553212251989,optimize_swarm,8769.553212251989,148.35167050361633,8769.553212251989,9.589499205015763,8769.553212251989,optimize_random,8769.553212251989,541.0477459430695,8769.553212251989,9.589499205015763,8769.553212251989,optimize_single_point,8769.553212251989,0.30414819717407227,8769.553212251989,9.589499205015763,8769.553212251989,optimize_single_point,8769.553212251989,0.2914402484893799,8769.553212251989,9.589499205015763,8769.553212251989,optimize_single_point,8769.553212251989,3.129927396774292,8769.553212251989,9.589499205015763,8769.553212251989,optimize_single_point,8769.553212251989,5.858481168746948,8769.553212251989,9.589499205015763,8769.553212251989,optimize_single_point,8769.553212251989,5.774179697036743,8769.553212251989,9.589499205015763,8769.553212251989,optimize_single_point,8769.553212251989,4.5445709228515625
2025-10-21 17:18:23,config_arato_area_0.9_hw_0.9_seed_1,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.9,0.5,1.0,0.9,1,7103.137687612537,13369.617092361264,1.8822128586465536,13369.617092361264,None,9790.551224544744,0.0,8769.553212251989,1.2346027344430595,8769.553212251989,optimize_random,8769.553212251989,0.512404203414917,8722.830620350884,1.228024994582746,8722.830620350884,optimize_swarm,8721.346225073554,145.54512524604797,8769.553212251989,1.2346027344430595,8769.553212251989,optimize_random,8769.553212251989,541.7572598457336,8769.553212251989,1.2346027344430595,8769.553212251989,optimize_single_point,8769.553212251989,0.30566859245300293,8769.553212251989,1.2346027344430595,8769.553212251989,optimize_single_point,8769.553212251989,0.29825568199157715,8769.553212251989,1.2346027344430595,8769.553212251989,optimize_single_point,8769.553212251989,3.1382737159729004,8769.553212251989,1.2346027344430595,8769.553212251989,optimize_single_point,8769.553212251989,6.746728420257568,8769.553212251989,1.2346027344430595,8769.553212251989,optimize_single_point,8769.553212251989,6.5980916023254395,8769.553212251989,1.2346027344430595,8769.553212251989,optimize_single_point,8769.553212251989,4.643296718597412
2025-10-21 17:18:25,config_arato_area_0.5_hw_0.1_seed_2,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.5,2,896.9223739196549,14046.7490341023,15.66105322216055,14046.7490341023,None,7588.304104301349,0.0,8942.015456463532,9.969664841100894,8942.015456463532,optimize_random,8942.015456463534,0.505016565322876,8717.998738888818,9.71990329641366,8717.998738888818,optimize_swarm,8633.733780772169,148.4605257511139,8942.015456463532,9.969664841100894,8942.015456463532,optimize_random,8942.015456463534,541.4894962310791,8942.015456463532,9.969664841100894,8942.015456463532,optimize_single_point,8942.015456463534,0.30462074279785156,8942.015456463532,9.969664841100894,8942.015456463532,optimize_single_point,8942.015456463534,0.2965505123138428,8485.662900463174,9.46086656683548,8485.662900463174,optimize_single_point,5775.526107284829,3.1534037590026855,8942.015456463532,9.969664841100894,8942.015456463532,optimize_single_point,8942.015456463534,6.665835380554199,8942.015456463532,9.969664841100894,8942.015456463532,optimize_single_point,8942.015456463534,6.5754547119140625,8231.807103472558,9.177836725711954,8231.807103472558,optimize_single_point,6177.924282371621,4.625869512557983
2025-10-21 17:18:28,config_arato_area_0.1_hw_0.1_seed_2,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,2,896.9223739196549,16474.058299079632,18.36731781713292,16474.058299079632,None,9386.264704611564,0.0,8942.015456463532,9.969664841100894,8942.015456463532,optimize_random,8942.015456463534,0.5109941959381104,8942.015456463532,9.969664841100894,8942.015456463532,optimize_swarm,8942.015456463534,152.1406626701355,8942.015456463532,9.969664841100894,8942.015456463532,optimize_random,8942.015456463534,543.2770330905914,8942.015456463532,9.969664841100894,8942.015456463532,optimize_single_point,8942.015456463534,0.30448293685913086,8942.015456463532,9.969664841100894,8942.015456463532,optimize_single_point,8942.015456463534,0.29837656021118164,8942.015456463532,9.969664841100894,8942.015456463532,optimize_single_point,8942.015456463534,3.183316230773926,8942.015456463532,9.969664841100894,8942.015456463532,optimize_single_point,8942.015456463534,5.908361911773682,8942.015456463532,9.969664841100894,8942.015456463532,optimize_single_point,8942.015456463534,5.867375373840332,8942.015456463532,9.969664841100894,8942.015456463532,optimize_single_point,8942.015456463534,4.570510387420654
2025-10-21 17:18:29,config_arato_area_0.5_hw_0.1_seed_3,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.5,3,886.513608108352,13040.762561547484,14.710166253819771,13040.762561547484,None,7382.527854054494,0.0,9214.5581241026,10.394153050582808,9214.5581241026,optimize_random,9214.558124102598,0.5080718994140625,9075.201178049621,10.236956426889307,9075.201178049621,optimize_swarm,8960.87659276313,147.04457426071167,9214.5581241026,10.394153050582808,9214.5581241026,optimize_random,9214.558124102598,545.5263283252716,9214.5581241026,10.394153050582808,9214.5581241026,optimize_single_point,9214.558124102598,0.30567026138305664,9214.5581241026,10.394153050582808,9214.5581241026,optimize_single_point,9214.558124102598,0.2972846031188965,8049.736973150928,9.080218170962434,8049.736973150928,optimize_single_point,6063.879191628595,3.1498141288757324,9214.5581241026,10.394153050582808,9214.5581241026,optimize_single_point,9214.558124102598,6.677907466888428,9214.5581241026,10.394153050582808,9214.5581241026,optimize_single_point,9214.558124102598,6.528705596923828,7875.371669284326,8.883531620105462,7875.371669284326,optimize_single_point,6141.275532180917,4.689672946929932
2025-10-21 17:18:29,config_arato_area_0.5_hw_0.5_seed_3,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.5,0.5,1.0,0.5,3,4420.261133273895,16224.388012001416,3.6704591703578195,16224.388012001416,None,9989.0121517433,0.0,9214.5581241026,2.0846184979297315,9214.5581241026,optimize_random,9214.558124102598,0.5070350170135498,9134.39397042958,2.06648288302916,9134.39397042958,optimize_swarm,9134.393970429577,148.07156133651733,9214.5581241026,2.0846184979297315,9214.5581241026,optimize_random,9214.558124102598,544.8749940395355,9214.5581241026,2.0846184979297315,9214.5581241026,optimize_single_point,9214.558124102598,0.3068976402282715,9214.5581241026,2.0846184979297315,9214.5581241026,optimize_single_point,9214.558124102598,0.2989003658294678,9214.5581241026,2.0846184979297315,9214.5581241026,optimize_single_point,9214.558124102598,3.165121078491211,9214.5581241026,2.0846184979297315,9214.5581241026,optimize_single_point,9214.558124102598,6.70368504524231,9214.5581241026,2.0846184979297315,9214.5581241026,optimize_single_point,9214.558124102598,6.56103253364563,9214.5581241026,2.0846184979297315,9214.5581241026,optimize_single_point,9214.558124102598,4.6550164222717285
