Config,mip,diff_gnn_with_order,diff_gnn_without_order,gl25_org,gcps_org
config_mkspan_area_0.3_hw_0.3_seed_1,6287.021388323539,6009.114241723592,6299.7605503544455,8769.553212251987,8305.193626444763
config_mkspan_area_0.5_hw_0.1_seed_1,4032.428240343783,4355.931419870715,4458.880169303652,4932.736395727151,7938.088202388167
config_mkspan_area_0.7_hw_0.1_seed_3,2880.844436178383,2149.367484191261,2672.3399639253157,3590.669575096641,3681.549037959657
config_mkspan_area_0.9_hw_0.7_seed_0,3829.486056442861,3972.773768337888,4225.837079241994,5341.585786999855,5862.85014011174
config_mkspan_area_0.9_hw_0.9_seed_2,4616.673065609492,4630.842160408602,4805.936461806952,5886.268412159,5634.827096826918
