Config,GraphName,N,Area_Percentage,HW_Scale_Factor,Seed,method,makespan,time_s,mip_makespan,gap,gap_%,ratio
config_mkspan_area_0.7_hw_0.1_seed_3,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.1,3,ccpso,7925.521212056486,3.9371330738067623,635.6957286478457,11.46747595569729,1146.7475955697291,12.46747595569729
config_mkspan_area_0.7_hw_0.3_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.3,0,ccpso,7705.644679225786,3.89292573928833,1649.618572770875,3.671167508912417,367.11675089124174,4.671167508912418
config_mkspan_area_0.7_hw_0.3_seed_1,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.3,1,ccpso,8485.264293825267,4.00925087928772,1581.3631356148514,4.365791134701077,436.5791134701077,5.365791134701077
config_mkspan_area_0.7_hw_0.3_seed_2,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.3,2,ccpso,7299.201993576847,4.008367776870728,1510.8673225297016,3.8311336705300634,383.11336705300636,4.831133670530064
config_mkspan_area_0.7_hw_0.3_seed_3,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.3,3,ccpso,8353.227421552507,3.806952953338623,1513.504864763078,4.5191282274868065,451.91282274868064,5.5191282274868065
config_mkspan_area_0.7_hw_0.5_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.5,0,ccpso,8253.977835308375,3.778742074966431,2749.3642880389884,2.002140484335601,200.21404843356012,3.0021404843356017
config_mkspan_area_0.7_hw_0.5_seed_1,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.5,1,ccpso,8769.553212251987,3.8388900756835938,2622.234721569148,2.344305198965666,234.4305198965666,3.344305198965666
config_mkspan_area_0.7_hw_0.5_seed_2,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.5,2,ccpso,7849.167054763602,3.931275367736816,2517.84552892933,2.11741406078288,211.741406078288,3.11741406078288
config_mkspan_area_0.7_hw_0.5_seed_3,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.5,3,ccpso,8784.025700599917,3.892848014831543,2392.110199984452,2.672082373402785,267.2082373402785,3.672082373402785
config_mkspan_area_0.7_hw_0.7_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.7,0,ccpso,8855.589340856643,3.932267189025879,3829.485954551118,1.3124746887587608,131.24746887587608,2.3124746887587606
config_mkspan_area_0.7_hw_0.7_seed_1,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.7,1,ccpso,8769.553212251987,3.888705253601074,3670.968614557629,1.3888935409241479,138.88935409241478,2.3888935409241476
config_mkspan_area_0.7_hw_0.7_seed_2,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.7,2,ccpso,8357.31276729571,3.8813984394073486,3524.8292303870903,1.3709837331262502,137.09837331262503,2.37098373312625
config_mkspan_area_0.7_hw_0.7_seed_3,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.7,3,ccpso,9214.558124102598,3.836376428604126,3348.83428628056,1.7515718415368065,175.15718415368065,2.7515718415368067
config_mkspan_area_0.7_hw_0.9_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.9,0,ccpso,9457.200846404903,3.825563669204712,4684.290900377841,1.018918348056068,101.89183480560679,2.018918348056068
config_mkspan_area_0.7_hw_0.9_seed_1,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.9,1,ccpso,8769.553212251987,3.80824613571167,4695.499973423976,0.8676505722258999,86.76505722258999,1.8676505722258998
config_mkspan_area_0.7_hw_0.9_seed_2,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.9,2,ccpso,8916.200013027443,3.774211406707764,4471.217259299089,0.9941325808947946,99.41325808947946,1.9941325808947945
config_mkspan_area_0.7_hw_0.9_seed_3,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.7,0.9,3,ccpso,9214.558124102598,3.935415506362915,4282.416946734234,1.1517190499466914,115.17190499466913,2.151719049946691
config_mkspan_area_0.9_hw_0.1_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.1,0,ccpso,7184.285693886133,3.905913829803467,549.8728577802502,12.065357913623812,1206.5357913623811,13.065357913623812
config_mkspan_area_0.9_hw_0.1_seed_1,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.1,1,ccpso,8027.479276673333,3.9102396965026855,524.8095525534322,14.295985443893064,1429.5985443893064,15.295985443893066
config_mkspan_area_0.9_hw_0.1_seed_2,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.1,2,ccpso,6772.846544907835,3.9413444995880127,503.943637344274,12.439690558650508,1243.9690558650507,13.439690558650508
config_mkspan_area_0.9_hw_0.1_seed_3,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.1,3,ccpso,7925.521212056486,3.865149974822998,478.6620418965591,15.557655544721936,1555.7655544721936,16.557655544721936
config_mkspan_area_0.9_hw_0.3_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.3,0,ccpso,7705.644679225786,3.818148612976074,1649.6185728520743,3.6711675086824886,367.11675086824886,4.671167508682489
config_mkspan_area_0.9_hw_0.3_seed_1,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.3,1,ccpso,8485.264293825267,3.874767541885376,1573.5008335602,4.392602350661947,439.2602350661947,5.392602350661947
config_mkspan_area_0.9_hw_0.3_seed_2,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.3,2,ccpso,7299.201993576847,3.7619168758392334,1510.8673322358052,3.8311336394939275,383.11336394939275,4.8311336394939275
config_mkspan_area_0.9_hw_0.3_seed_3,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.3,3,ccpso,8353.227421552507,3.833442211151123,1435.3861161573243,4.819498549919762,481.94985499197617,5.819498549919762
config_mkspan_area_0.9_hw_0.5_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.5,0,ccpso,8253.977835308375,3.753859758377075,2749.364288148264,2.002140484216279,200.2140484216279,3.002140484216279
config_mkspan_area_0.9_hw_0.5_seed_1,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.5,1,ccpso,8769.553212251987,3.813537836074829,2622.234728931669,2.3443051895757674,234.43051895757674,3.344305189575768
config_mkspan_area_0.9_hw_0.5_seed_2,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.5,2,ccpso,7849.167054763602,3.935027837753296,2517.845552145811,2.1174140320379147,211.74140320379146,3.1174140320379147
config_mkspan_area_0.9_hw_0.5_seed_3,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.5,3,ccpso,8784.025700599917,3.881974935531616,2392.11019844838,2.6720823757607803,267.20823757607803,3.67208237576078
config_mkspan_area_0.9_hw_0.7_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.7,0,ccpso,8855.589340856643,3.977051496505737,3829.485958357264,1.3124746864603805,131.24746864603804,2.3124746864603805
config_mkspan_area_0.9_hw_0.7_seed_1,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.7,1,ccpso,8769.553212251987,3.947580099105835,3670.968703280445,1.3888934831875177,138.88934831875176,2.3888934831875175
config_mkspan_area_0.9_hw_0.7_seed_2,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.7,2,ccpso,8357.31276729571,3.867296934127808,3524.829270325632,1.3709837062615071,137.0983706261507,2.370983706261507
config_mkspan_area_0.9_hw_0.7_seed_3,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.7,3,ccpso,9214.558124102598,3.752211093902588,3348.8342715578733,1.7515718536337117,175.15718536337118,2.7515718536337115
config_mkspan_area_0.9_hw_0.9_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179.0,0.9,0.9,0,ccpso,9457.200846404903,3.812528610229492,4684.290846858378,1.018918371122831,101.89183711228308,2.018918371122831
