SimTime,RunTag,Config,GraphName,N,HW_Scale_Factor,HW_Scale_Var,Comm_Scale_Var,Area_Percentage,Seed,LB_Naive,mip_status,mip_model_makespan,mip_lp_makespan,mip_lssp_makespan,mip_opt_cost,mip_opt_ratio,mip_partition_cost,mip_bb,mip_makespan,mip_time,mip_solution_valid,mip_initial_solution_valid,mip_was_repaired,mip_num_repaired_nodes,mip_repair_strategy,mip_area_used,mip_area_budget,mip_validity_note,mip_timeout_note
2026-04-07 16:16:35,20260407-152550,keyword_spotting_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/keyword_spotting_tosa.dot,123,0.1,0.5,1.0,0.5,45,607.2369564442508,optimal_inaccurate,2622.335165131486,2917.5343010222446,6314.973181970555,6314.973181970555,10.399520508350877,6900.367248771142,milp_eval,6314.973181970555,3016.0,True,True,False,0,benefit_per_area,3298.075010752096,3303.72523545679,Valid incumbent solution; no area repair needed.,Time limit exceeded; CSV row records the best incumbent artifact written before timeout.
